author_1,author_2,weight
3330620,122449900,1
3330620,2060926734,1
3330620,2907997,2
3330620,12982954,1
3330620,1644777718,1
3330620,2111798344,1
3330620,1720742368,1
3330620,2264281,1
3330620,2118291991,1
3330620,46925477,1
3330620,2116030118,1
3330620,4236624,1
3330620,40354133,1
3330620,8768151,1
3330620,26908006,1
3330620,150020576,1
3330620,26558744,1
2314690699,2094729366,5
2314690699,2300094732,4
2314690699,2278434029,4
2314690699,2194797566,4
2314690699,2120237806,2
2314690699,2214102241,4
2314690699,2279559412,2
2314690699,2355609919,2
2314690699,2143123067,4
2314690699,143667969,2
2314690699,51294781,2
2314690699,2576395,2
2314690699,2345543890,4
2314690699,1704893173,3
2314690699,2332499776,2
2314690699,2244662438,2
2314690699,2344983409,3
2314690699,1398603401,2
2314690699,2262174798,2
2314690699,1382490233,1
2314690699,2362969159,1
2314690699,2322969635,1
2314690699,2322880006,1
2314690699,2377943666,1
2314690699,2197206862,1
2314690699,2337697291,1
2314690699,2374487692,1
2314690699,2345737401,3
2314690699,2239208267,3
2314690699,1957052621,1
2314690699,2387315500,1
2314690699,2395759688,1
2314690699,2344976081,1
2314690699,1484472744,1
2314690699,2330225857,1
2314690699,2221044898,1
2314690699,2278436626,1
2314690699,2282270766,1
2094729366,2300094732,4
2094729366,2278434029,4
2094729366,2194797566,5
2094729366,2120237806,3
2094729366,2214102241,6
2094729366,2279559412,3
2094729366,2355609919,2
2094729366,2143123067,8
2094729366,143667969,9
2094729366,51294781,7
2094729366,2576395,2
2094729366,2345543890,4
2094729366,1704893173,9
2094729366,2332499776,2
2094729366,2244662438,3
2094729366,2344983409,4
2094729366,1398603401,2
2094729366,2262174798,3
2094729366,1382490233,1
2094729366,2362969159,1
2094729366,2322969635,1
2094729366,2322880006,1
2094729366,2377943666,1
2094729366,2197206862,1
2094729366,2337697291,1
2094729366,2374487692,1
2094729366,2345737401,3
2094729366,2239208267,7
2094729366,2218368942,1
2094729366,49988219,5
2094729366,2229132621,4
2094729366,2239208043,3
2094729366,1957052621,3
2094729366,2387315500,1
2094729366,2395759688,1
2094729366,2344976081,1
2094729366,1484472744,1
2094729366,2330225857,1
