author_a,author_b,shared_works,weight
person:b dickson,person:d lehmann,1,1
person:d lehmann,person:jan funke,1,1
person:d lehmann,person:denise garcia,1,1
person:d lehmann,person:stefanie hampel,1,1
person:d lehmann,person:v hartenstein,1,1
person:bassem hassan,person:d lehmann,1,1
person:charlotte helfrich forster,person:d lehmann,1,1
person:d lehmann,person:wolf huetteroth,1,1
person:d lehmann,person:jinseop kim,1,1
person:d lehmann,person:sung soo kim,1,1
person:d lehmann,person:young joon kim,1,1
person:d lehmann,person:jae young kwon,1,1
person:d lehmann,person:w lee,1,1
person:d lehmann,person:g linneweber,1,1
person:d lehmann,person:gaby maimon,1,1
person:d lehmann,person:richard mann,1,1
person:d lehmann,person:s noselli,1,1
person:d lehmann,person:michael pankratz,1,1
person:d lehmann,person:l prieto godino,1,1
person:d lehmann,person:j read,1,1
person:d lehmann,person:michael reiser,1,1
person:d lehmann,person:katie von reyn,1,1
person:c ribeiro,person:d lehmann,1,1
person:d lehmann,person:kristin scott,1,1
person:a seeds,person:d lehmann,1,1
person:d lehmann,person:m selcho,1,1
person:d lehmann,person:marion silies,1,1
person:d lehmann,person:julie simpson,1,1
person:d lehmann,person:s waddell,1,1
person:d lehmann,person:mathias wernet,1,1
person:d lehmann,person:rachel wilson,1,1
person:d lehmann,person:fred wolf,1,1
person:d lehmann,person:zepeng yao,1,1
person:d lehmann,person:nilay yapici,1,1
person:d lehmann,person:meet zandawala,1,1
person:d lehmann,person:marta costa,1,1
person:d lehmann,person:h sebastian seung,1,1
person:d lehmann,person:m murthy,1,1
person:d bock,person:d lehmann,1,1
person:d lehmann,person:g jefferis,1,1
person:jonas chojetzki,person:s sisodiya,1,1
person:jonas chojetzki,person:selden koolman,1,1
person:jonas chojetzki,person:p shiu,1,1
person:jonas chojetzki,person:su ji cho,1,1
person:brian reicher,person:jonas chojetzki,1,1
person:jonas chojetzki,person:marlon blanquart,1,1
person:jonas chojetzki,person:lucy houghton,1,1
person:hyungjun choi,person:jonas chojetzki,1,1
person:jonas chojetzki,person:matt collie,1,1
person:joanna eckhardt,person:jonas chojetzki,1,1
person:benjamin gorko,person:jonas chojetzki,1,1
person:jonas chojetzki,person:lei guo,1,1
person:jonas chojetzki,person:zhihao zheng,1,1
person:a poh,person:jonas chojetzki,1,1
person:jonas chojetzki,person:michael lin,1,1
person:istvan taisz,person:jonas chojetzki,1,1
person:jonas chojetzki,person:wes murfin,1,1
person:a diez,person:jonas chojetzki,1,1
person:jonas chojetzki,person:nils reinhard,1,1
person:jonas chojetzki,person:peter gibb,1,1
person:jonas chojetzki,person:nidhi patel,1,1
person:jonas chojetzki,person:sandeep kumar,1,1
person:jonas chojetzki,person:minsik yun,1,1
person:jonas chojetzki,person:minggang wang,1,1
person:devon jones,person:jonas chojetzki,1,1
person:jonas chojetzki,person:lucas encarnacion rivera,1,1
person:a oswald,person:jonas chojetzki,1,1
person:akanksha jadia,person:jonas chojetzki,1,1
person:jonas chojetzki,person:mert erginkaya,1,1
person:jonas chojetzki,person:n drummond,1,1
person:jonas chojetzki,person:leonie walter,1,1
person:i tastekin,person:jonas chojetzki,1,1
person:jonas chojetzki,person:x zhong,1,1
person:jonas chojetzki,person:yuta mabuchi,1,1
person:fernando figueroa santiago,person:jonas chojetzki,1,1
person:jonas chojetzki,person:u verma,1,1
person:jonas chojetzki,person:nick byrne,1,1
person:edda kunze,person:jonas chojetzki,1,1
person:jonas chojetzki,person:t crahan,1,1
person:jonas chojetzki,person:ryan margossian,1,1
person:hyoungkyu kim,person:jonas chojetzki,1,1
person:iliyan georgiev,person:jonas chojetzki,1,1
person:fabianna szorenyi,person:jonas chojetzki,1,1
person:atsuko adachi,person:jonas chojetzki,1,1
person:benjamin bargeron,person:jonas chojetzki,1,1
person:damian demarest,person:jonas chojetzki,1,1
person:andreas becker,person:jonas chojetzki,1,1
person:jonas chojetzki,person:r turnbull,1,1
person:a morren,person:jonas chojetzki,1,1
person:andrea sandoval,person:jonas chojetzki,1,1
person:anthony moreno sanchez,person:jonas chojetzki,1,1
person:diego pacheco,person:jonas chojetzki,1,1
person:eleni samara,person:jonas chojetzki,1,1
person:haley croke,person:jonas chojetzki,1,1
person:alex thomson,person:jonas chojetzki,1,1
person:connor laughland,person:jonas chojetzki,1,1
person:jonas chojetzki,person:s dutta,1,1
person:jonas chojetzki,person:paula guiomar alarcon de anton,1,1
person:binglin huang,person:jonas chojetzki,1,1
person:jonas chojetzki,person:patricia pujols,1,1
person:i haber,person:jonas chojetzki,1,1
person:amanda gonzalez segarra,person:jonas chojetzki,1,1
person:albert lin,person:jonas chojetzki,1,1
person:daniel choe,person:jonas chojetzki,1,1
person:jonas chojetzki,person:veronika lukyanova,1,1
person:jonas chojetzki,person:nino mancini,1,1
person:jonas chojetzki,person:zhiqiao liu,1,1
person:jonas chojetzki,person:tatsuo okubo,1,1
person:jonas chojetzki,person:miriam flynn,1,1
person:gianna vitelli,person:jonas chojetzki,1,1
person:jonas chojetzki,person:m laturney,1,1
person:fu ning li,person:jonas chojetzki,1,1
person:jonas chojetzki,person:shuo cao,1,1
person:carolina manyari diaz,person:jonas chojetzki,1,1
person:hyun tek yim,person:jonas chojetzki,1,1
person:anh duc le,person:jonas chojetzki,1,1
person:jonas chojetzki,person:kate maier,1,1
person:jonas chojetzki,person:yeonju nam,1,1
person:daniel baba,person:jonas chojetzki,1,1
person:amanda abusaif,person:jonas chojetzki,1,1
person:audrey francis,person:jonas chojetzki,1,1
person:jesse gayk,person:jonas chojetzki,1,1
person:jonas chojetzki,person:s huntress,1,1
person:jonas chojetzki,person:r barajas,1,1
person:jonas chojetzki,person:mean hwan kim,1,1
person:jonas chojetzki,person:xinyue cui,1,1
person:gabriella sterne,person:jonas chojetzki,1,1
person:aiqun li,person:jonas chojetzki,1,1
person:jonas chojetzki,person:keehyun park,1,1
person:georgia dempsey,person:jonas chojetzki,1,1
person:alan mathew,person:jonas chojetzki,1,1
person:jonas chojetzki,person:junkyung kim,1,1
person:jonas chojetzki,person:taehoon kim,1,1
person:guanhao wu,person:jonas chojetzki,1,1
person:jonas chojetzki,person:serene dhawan,1,1
person:jonas chojetzki,person:margarida brotas,1,1
person:cun quan zhang,person:jonas chojetzki,1,1
person:jonas chojetzki,person:shanice bailey,1,1
person:alexander del toro,person:jonas chojetzki,1,1
person:jonas chojetzki,person:kea joo lee,1,1
person:jonas chojetzki,person:t macrina,1,1
person:cm schneider mizell,person:jonas chojetzki,1,1
person:jonas chojetzki,person:s popovych,1,1
person:jonas chojetzki,person:oluwaseun ogedengbe,1,1
person:jonas chojetzki,person:ruoxuan yang,1,1
person:akhilesh halageri,person:jonas chojetzki,1,1
person:jonas chojetzki,person:w silversmith,1,1
person:jonas chojetzki,person:stephan gerhard,1,1
person:a champion,person:jonas chojetzki,1,1
person:jonas chojetzki,person:n eckstein,1,1
person:dodam ih,person:jonas chojetzki,1,1
person:jonas chojetzki,person:n kemnitz,1,1
person:jonas chojetzki,person:m castro,1,1
person:jonas chojetzki,person:zhi ming jia,1,1
person:jingpeng wu,person:jonas chojetzki,1,1
person:eric mitchell,person:jonas chojetzki,1,1
person:barak nehoran,person:jonas chojetzki,1,1
person:jonas chojetzki,person:shang mu,1,1
person:j bae,person:jonas chojetzki,1,1
person:jonas chojetzki,person:rongwen lu,1,1
person:jonas chojetzki,person:r morey,1,1
person:jonas chojetzki,person:kai kuehner,1,1
person:d brittain,person:jonas chojetzki,1,1
person:c jordan,person:jonas chojetzki,1,1
person:d anderson,person:jonas chojetzki,1,1
person:jonas chojetzki,person:rudy behnia,1,1
person:jonas chojetzki,person:salil bidaye,1,1
person:alexander borst,person:jonas chojetzki,1,1
person:eugenia chiappe,person:jonas chojetzki,1,1
person:f collman,person:jonas chojetzki,1,1
person:jonas chojetzki,person:kenneth colodner,1,1
person:andrew dacks,person:jonas chojetzki,1,1
person:b dickson,person:jonas chojetzki,1,1
person:jan funke,person:jonas chojetzki,1,1
person:denise garcia,person:jonas chojetzki,1,1
person:jonas chojetzki,person:stefanie hampel,1,1
person:jonas chojetzki,person:v hartenstein,1,1
person:bassem hassan,person:jonas chojetzki,1,1
person:charlotte helfrich forster,person:jonas chojetzki,1,1
person:jonas chojetzki,person:wolf huetteroth,1,1
person:jinseop kim,person:jonas chojetzki,1,1
person:jonas chojetzki,person:sung soo kim,1,1
person:jonas chojetzki,person:young joon kim,1,1
person:jae young kwon,person:jonas chojetzki,1,1
person:jonas chojetzki,person:w lee,1,1
person:g linneweber,person:jonas chojetzki,1,1
person:gaby maimon,person:jonas chojetzki,1,1
person:jonas chojetzki,person:richard mann,1,1
person:jonas chojetzki,person:s noselli,1,1
person:jonas chojetzki,person:michael pankratz,1,1
person:jonas chojetzki,person:l prieto godino,1,1
person:j read,person:jonas chojetzki,1,1
person:jonas chojetzki,person:michael reiser,1,1
person:jonas chojetzki,person:katie von reyn,1,1
person:c ribeiro,person:jonas chojetzki,1,1
person:jonas chojetzki,person:kristin scott,1,1
person:a seeds,person:jonas chojetzki,1,1
person:jonas chojetzki,person:m selcho,1,1
person:jonas chojetzki,person:julie simpson,1,1
person:jonas chojetzki,person:s waddell,1,1
person:jonas chojetzki,person:mathias wernet,1,1
person:jonas chojetzki,person:rachel wilson,1,1
person:fred wolf,person:jonas chojetzki,1,1
person:jonas chojetzki,person:zepeng yao,1,1
person:jonas chojetzki,person:nilay yapici,1,1
person:jonas chojetzki,person:meet zandawala,1,1
person:jonas chojetzki,person:marta costa,1,1
person:h sebastian seung,person:jonas chojetzki,1,1
person:jonas chojetzki,person:m murthy,1,1
person:d bock,person:jonas chojetzki,1,1
person:g jefferis,person:jonas chojetzki,1,1
person:s sisodiya,person:selden koolman,1,1
person:p shiu,person:s sisodiya,1,1
person:s sisodiya,person:su ji cho,1,1
person:annika bast,person:s sisodiya,1,1
person:brian reicher,person:s sisodiya,1,1
person:marlon blanquart,person:s sisodiya,1,1
person:lucy houghton,person:s sisodiya,1,1
person:hyungjun choi,person:s sisodiya,1,1
person:maria ioannidou,person:s sisodiya,1,1
person:matt collie,person:s sisodiya,1,1
person:joanna eckhardt,person:s sisodiya,1,1
person:benjamin gorko,person:s sisodiya,1,1
person:lei guo,person:s sisodiya,1,1
person:s sisodiya,person:zhihao zheng,1,1
person:a poh,person:s sisodiya,1,1
person:michael lin,person:s sisodiya,1,1
person:istvan taisz,person:s sisodiya,1,1
person:s sisodiya,person:wes murfin,1,1
person:a diez,person:s sisodiya,1,1
person:nils reinhard,person:s sisodiya,1,1
person:peter gibb,person:s sisodiya,1,1
person:nidhi patel,person:s sisodiya,1,1
person:s sisodiya,person:sandeep kumar,1,1
person:minsik yun,person:s sisodiya,1,1
person:minggang wang,person:s sisodiya,1,1
person:devon jones,person:s sisodiya,1,1
person:lucas encarnacion rivera,person:s sisodiya,1,1
person:a oswald,person:s sisodiya,1,1
person:akanksha jadia,person:s sisodiya,1,1
person:mert erginkaya,person:s sisodiya,1,1
person:n drummond,person:s sisodiya,1,1
person:leonie walter,person:s sisodiya,1,1
person:i tastekin,person:s sisodiya,1,1
person:s sisodiya,person:x zhong,1,1
person:s sisodiya,person:yuta mabuchi,1,1
person:fernando figueroa santiago,person:s sisodiya,1,1
person:s sisodiya,person:u verma,1,1
person:nick byrne,person:s sisodiya,1,1
person:edda kunze,person:s sisodiya,1,1
person:s sisodiya,person:t crahan,1,1
person:ryan margossian,person:s sisodiya,1,1
person:hyoungkyu kim,person:s sisodiya,1,1
person:iliyan georgiev,person:s sisodiya,1,1
person:fabianna szorenyi,person:s sisodiya,1,1
person:atsuko adachi,person:s sisodiya,1,1
person:benjamin bargeron,person:s sisodiya,1,1
person:damian demarest,person:s sisodiya,1,1
person:burak gur,person:s sisodiya,1,1
person:andreas becker,person:s sisodiya,1,1
person:r turnbull,person:s sisodiya,1,1
person:a morren,person:s sisodiya,1,1
person:andrea sandoval,person:s sisodiya,1,1
person:anthony moreno sanchez,person:s sisodiya,1,1
person:diego pacheco,person:s sisodiya,1,1
person:eleni samara,person:s sisodiya,1,1
person:haley croke,person:s sisodiya,1,1
person:alex thomson,person:s sisodiya,1,1
person:connor laughland,person:s sisodiya,1,1
person:s dutta,person:s sisodiya,1,1
person:paula guiomar alarcon de anton,person:s sisodiya,1,1
person:binglin huang,person:s sisodiya,1,1
person:patricia pujols,person:s sisodiya,1,1
person:i haber,person:s sisodiya,1,1
person:amanda gonzalez segarra,person:s sisodiya,1,1
person:albert lin,person:s sisodiya,1,1
person:daniel choe,person:s sisodiya,1,1
person:s sisodiya,person:veronika lukyanova,1,1
person:nino mancini,person:s sisodiya,1,1
person:s sisodiya,person:zhiqiao liu,1,1
person:s sisodiya,person:tatsuo okubo,1,1
person:miriam flynn,person:s sisodiya,1,1
person:gianna vitelli,person:s sisodiya,1,1
person:m laturney,person:s sisodiya,1,1
person:fu ning li,person:s sisodiya,1,1
person:s sisodiya,person:shuo cao,1,1
person:carolina manyari diaz,person:s sisodiya,1,1
person:hyun tek yim,person:s sisodiya,1,1
person:anh duc le,person:s sisodiya,1,1
person:kate maier,person:s sisodiya,1,1
person:s sisodiya,person:yeonju nam,1,1
person:daniel baba,person:s sisodiya,1,1
person:amanda abusaif,person:s sisodiya,1,1
person:audrey francis,person:s sisodiya,1,1
person:jesse gayk,person:s sisodiya,1,1
person:s huntress,person:s sisodiya,1,1
person:r barajas,person:s sisodiya,1,1
person:mean hwan kim,person:s sisodiya,1,1
person:s sisodiya,person:xinyue cui,1,1
person:gabriella sterne,person:s sisodiya,1,1
person:aiqun li,person:s sisodiya,1,1
person:keehyun park,person:s sisodiya,1,1
person:georgia dempsey,person:s sisodiya,1,1
person:alan mathew,person:s sisodiya,1,1
person:junkyung kim,person:s sisodiya,1,1
person:s sisodiya,person:taehoon kim,1,1
person:guanhao wu,person:s sisodiya,1,1
person:s sisodiya,person:serene dhawan,1,1
person:margarida brotas,person:s sisodiya,1,1
person:cun quan zhang,person:s sisodiya,1,1
person:s sisodiya,person:shanice bailey,1,1
person:alexander del toro,person:s sisodiya,1,1
person:kea joo lee,person:s sisodiya,1,1
person:s sisodiya,person:t macrina,1,1
person:cm schneider mizell,person:s sisodiya,1,1
person:s popovych,person:s sisodiya,1,1
person:oluwaseun ogedengbe,person:s sisodiya,1,1
person:ruoxuan yang,person:s sisodiya,1,1
person:akhilesh halageri,person:s sisodiya,1,1
person:s sisodiya,person:w silversmith,1,1
person:s sisodiya,person:stephan gerhard,1,1
person:a champion,person:s sisodiya,1,1
person:n eckstein,person:s sisodiya,1,1
person:dodam ih,person:s sisodiya,1,1
person:n kemnitz,person:s sisodiya,1,1
person:m castro,person:s sisodiya,1,1
person:s sisodiya,person:zhi ming jia,1,1
person:jingpeng wu,person:s sisodiya,1,1
person:eric mitchell,person:s sisodiya,1,1
person:barak nehoran,person:s sisodiya,1,1
person:s sisodiya,person:shang mu,1,1
person:j bae,person:s sisodiya,1,1
person:rongwen lu,person:s sisodiya,1,1
person:r morey,person:s sisodiya,1,1
person:kai kuehner,person:s sisodiya,1,1
person:d brittain,person:s sisodiya,1,1
person:c jordan,person:s sisodiya,1,1
person:d anderson,person:s sisodiya,1,1
person:rudy behnia,person:s sisodiya,1,1
person:s sisodiya,person:salil bidaye,1,1
person:alexander borst,person:s sisodiya,1,1
person:eugenia chiappe,person:s sisodiya,1,1
person:f collman,person:s sisodiya,1,1
person:kenneth colodner,person:s sisodiya,1,1
person:andrew dacks,person:s sisodiya,1,1
person:b dickson,person:s sisodiya,1,1
person:jan funke,person:s sisodiya,1,1
person:denise garcia,person:s sisodiya,1,1
person:s sisodiya,person:stefanie hampel,1,1
person:s sisodiya,person:v hartenstein,1,1
person:bassem hassan,person:s sisodiya,1,1
person:charlotte helfrich forster,person:s sisodiya,1,1
person:s sisodiya,person:wolf huetteroth,1,1
person:jinseop kim,person:s sisodiya,1,1
person:s sisodiya,person:sung soo kim,1,1
person:s sisodiya,person:young joon kim,1,1
person:jae young kwon,person:s sisodiya,1,1
person:s sisodiya,person:w lee,1,1
person:g linneweber,person:s sisodiya,1,1
person:gaby maimon,person:s sisodiya,1,1
person:richard mann,person:s sisodiya,1,1
person:s noselli,person:s sisodiya,1,1
person:michael pankratz,person:s sisodiya,1,1
person:l prieto godino,person:s sisodiya,1,1
person:j read,person:s sisodiya,1,1
person:michael reiser,person:s sisodiya,1,1
person:katie von reyn,person:s sisodiya,1,1
person:c ribeiro,person:s sisodiya,1,1
person:kristin scott,person:s sisodiya,1,1
person:a seeds,person:s sisodiya,1,1
person:m selcho,person:s sisodiya,1,1
person:marion silies,person:s sisodiya,1,1
person:julie simpson,person:s sisodiya,1,1
person:s sisodiya,person:s waddell,1,1
person:mathias wernet,person:s sisodiya,1,1
person:rachel wilson,person:s sisodiya,1,1
person:fred wolf,person:s sisodiya,1,1
person:s sisodiya,person:zepeng yao,1,1
person:nilay yapici,person:s sisodiya,1,1
person:meet zandawala,person:s sisodiya,1,1
person:marta costa,person:s sisodiya,1,1
person:h sebastian seung,person:s sisodiya,1,1
person:m murthy,person:s sisodiya,1,1
person:d bock,person:s sisodiya,1,1
person:g jefferis,person:s sisodiya,1,1
person:p shiu,person:selden koolman,1,1
person:selden koolman,person:su ji cho,1,1
person:annika bast,person:selden koolman,1,1
person:brian reicher,person:selden koolman,1,1
person:marlon blanquart,person:selden koolman,1,1
person:lucy houghton,person:selden koolman,1,1
person:hyungjun choi,person:selden koolman,1,1
person:maria ioannidou,person:selden koolman,1,1
person:matt collie,person:selden koolman,1,1
person:joanna eckhardt,person:selden koolman,1,1
person:benjamin gorko,person:selden koolman,1,1
person:lei guo,person:selden koolman,1,1
person:selden koolman,person:zhihao zheng,1,1
person:a poh,person:selden koolman,1,1
person:michael lin,person:selden koolman,1,1
person:istvan taisz,person:selden koolman,1,1
person:selden koolman,person:wes murfin,1,1
person:a diez,person:selden koolman,1,1
person:nils reinhard,person:selden koolman,1,1
person:peter gibb,person:selden koolman,1,1
person:nidhi patel,person:selden koolman,1,1
person:minsik yun,person:selden koolman,1,1
person:minggang wang,person:selden koolman,1,1
person:a oswald,person:selden koolman,1,1
person:akanksha jadia,person:selden koolman,1,1
person:mert erginkaya,person:selden koolman,1,1
person:n drummond,person:selden koolman,1,1
person:leonie walter,person:selden koolman,1,1
person:i tastekin,person:selden koolman,1,1
person:selden koolman,person:x zhong,1,1
person:selden koolman,person:yuta mabuchi,1,1
person:fernando figueroa santiago,person:selden koolman,1,1
person:selden koolman,person:u verma,1,1
person:nick byrne,person:selden koolman,1,1
person:edda kunze,person:selden koolman,1,1
person:selden koolman,person:t crahan,1,1
person:ryan margossian,person:selden koolman,1,1
person:hyoungkyu kim,person:selden koolman,1,1
person:iliyan georgiev,person:selden koolman,1,1
person:fabianna szorenyi,person:selden koolman,1,1
person:atsuko adachi,person:selden koolman,1,1
person:benjamin bargeron,person:selden koolman,1,1
person:damian demarest,person:selden koolman,1,1
person:burak gur,person:selden koolman,1,1
person:andreas becker,person:selden koolman,1,1
person:r turnbull,person:selden koolman,1,1
person:a morren,person:selden koolman,1,1
person:andrea sandoval,person:selden koolman,1,1
person:anthony moreno sanchez,person:selden koolman,1,1
person:diego pacheco,person:selden koolman,1,1
person:eleni samara,person:selden koolman,1,1
person:haley croke,person:selden koolman,1,1
person:alex thomson,person:selden koolman,1,1
person:connor laughland,person:selden koolman,1,1
person:s dutta,person:selden koolman,1,1
person:paula guiomar alarcon de anton,person:selden koolman,1,1
person:binglin huang,person:selden koolman,1,1
person:patricia pujols,person:selden koolman,1,1
person:i haber,person:selden koolman,1,1
person:amanda gonzalez segarra,person:selden koolman,1,1
person:albert lin,person:selden koolman,1,1
person:daniel choe,person:selden koolman,1,1
person:selden koolman,person:veronika lukyanova,1,1
person:nino mancini,person:selden koolman,1,1
person:selden koolman,person:zhiqiao liu,1,1
person:selden koolman,person:tatsuo okubo,1,1
person:miriam flynn,person:selden koolman,1,1
person:gianna vitelli,person:selden koolman,1,1
person:m laturney,person:selden koolman,1,1
person:fu ning li,person:selden koolman,1,1
person:selden koolman,person:shuo cao,1,1
person:carolina manyari diaz,person:selden koolman,1,1
person:hyun tek yim,person:selden koolman,1,1
person:anh duc le,person:selden koolman,1,1
person:kate maier,person:selden koolman,1,1
person:selden koolman,person:yeonju nam,1,1
person:daniel baba,person:selden koolman,1,1
person:amanda abusaif,person:selden koolman,1,1
person:audrey francis,person:selden koolman,1,1
person:jesse gayk,person:selden koolman,1,1
person:s huntress,person:selden koolman,1,1
person:r barajas,person:selden koolman,1,1
person:mean hwan kim,person:selden koolman,1,1
person:selden koolman,person:xinyue cui,1,1
person:gabriella sterne,person:selden koolman,1,1
person:aiqun li,person:selden koolman,1,1
person:keehyun park,person:selden koolman,1,1
person:georgia dempsey,person:selden koolman,1,1
person:alan mathew,person:selden koolman,1,1
person:junkyung kim,person:selden koolman,1,1
person:selden koolman,person:taehoon kim,1,1
person:guanhao wu,person:selden koolman,1,1
person:selden koolman,person:serene dhawan,1,1
person:margarida brotas,person:selden koolman,1,1
person:cun quan zhang,person:selden koolman,1,1
person:selden koolman,person:shanice bailey,1,1
person:alexander del toro,person:selden koolman,1,1
person:selden koolman,person:stephan gerhard,1,1
person:a champion,person:selden koolman,1,1
person:n eckstein,person:selden koolman,1,1
person:r morey,person:selden koolman,1,1
person:d anderson,person:selden koolman,1,1
person:rudy behnia,person:selden koolman,1,1
person:salil bidaye,person:selden koolman,1,1
person:alexander borst,person:selden koolman,1,1
person:eugenia chiappe,person:selden koolman,1,1
person:kenneth colodner,person:selden koolman,1,1
person:andrew dacks,person:selden koolman,1,1
person:b dickson,person:selden koolman,1,1
person:jan funke,person:selden koolman,1,1
person:denise garcia,person:selden koolman,1,1
person:selden koolman,person:stefanie hampel,1,1
person:selden koolman,person:v hartenstein,1,1
person:bassem hassan,person:selden koolman,1,1
person:charlotte helfrich forster,person:selden koolman,1,1
person:selden koolman,person:wolf huetteroth,1,1
person:jinseop kim,person:selden koolman,1,1
person:selden koolman,person:sung soo kim,1,1
person:selden koolman,person:young joon kim,1,1
person:jae young kwon,person:selden koolman,1,1
person:selden koolman,person:w lee,1,1
person:g linneweber,person:selden koolman,1,1
person:gaby maimon,person:selden koolman,1,1
person:richard mann,person:selden koolman,1,1
person:s noselli,person:selden koolman,1,1
person:michael pankratz,person:selden koolman,1,1
person:l prieto godino,person:selden koolman,1,1
person:j read,person:selden koolman,1,1
person:michael reiser,person:selden koolman,1,1
person:katie von reyn,person:selden koolman,1,1
person:c ribeiro,person:selden koolman,1,1
person:kristin scott,person:selden koolman,1,1
person:a seeds,person:selden koolman,1,1
person:m selcho,person:selden koolman,1,1
person:marion silies,person:selden koolman,1,1
person:julie simpson,person:selden koolman,1,1
person:s waddell,person:selden koolman,1,1
person:mathias wernet,person:selden koolman,1,1
person:rachel wilson,person:selden koolman,1,1
person:fred wolf,person:selden koolman,1,1
person:selden koolman,person:zepeng yao,1,1
person:nilay yapici,person:selden koolman,1,1
person:meet zandawala,person:selden koolman,1,1
person:marta costa,person:selden koolman,1,1
person:d bock,person:selden koolman,1,1
person:g jefferis,person:selden koolman,1,1
person:p shiu,person:su ji cho,1,1
person:annika bast,person:p shiu,1,1
person:brian reicher,person:p shiu,1,1
person:marlon blanquart,person:p shiu,1,1
person:lucy houghton,person:p shiu,1,1
person:hyungjun choi,person:p shiu,1,1
person:maria ioannidou,person:p shiu,1,1
person:matt collie,person:p shiu,1,1
person:joanna eckhardt,person:p shiu,1,1
person:benjamin gorko,person:p shiu,1,1
person:lei guo,person:p shiu,1,1
person:p shiu,person:zhihao zheng,1,1
person:a poh,person:p shiu,1,1
person:michael lin,person:p shiu,1,1
person:istvan taisz,person:p shiu,1,1
person:p shiu,person:wes murfin,1,1
person:a diez,person:p shiu,1,1
person:nils reinhard,person:p shiu,1,1
person:p shiu,person:peter gibb,1,1
person:nidhi patel,person:p shiu,1,1
person:p shiu,person:sandeep kumar,1,1
person:minsik yun,person:p shiu,1,1
person:minggang wang,person:p shiu,1,1
person:devon jones,person:p shiu,1,1
person:lucas encarnacion rivera,person:p shiu,1,1
person:a oswald,person:p shiu,1,1
person:akanksha jadia,person:p shiu,1,1
person:mert erginkaya,person:p shiu,1,1
person:n drummond,person:p shiu,1,1
person:leonie walter,person:p shiu,1,1
person:i tastekin,person:p shiu,1,1
person:p shiu,person:x zhong,1,1
person:p shiu,person:yuta mabuchi,1,1
person:fernando figueroa santiago,person:p shiu,1,1
person:p shiu,person:u verma,1,1
person:nick byrne,person:p shiu,1,1
person:edda kunze,person:p shiu,1,1
person:p shiu,person:t crahan,1,1
person:p shiu,person:ryan margossian,1,1
person:hyoungkyu kim,person:p shiu,1,1
person:iliyan georgiev,person:p shiu,1,1
person:fabianna szorenyi,person:p shiu,1,1
person:atsuko adachi,person:p shiu,1,1
person:benjamin bargeron,person:p shiu,1,1
person:damian demarest,person:p shiu,1,1
person:burak gur,person:p shiu,1,1
person:andreas becker,person:p shiu,1,1
person:p shiu,person:r turnbull,1,1
person:a morren,person:p shiu,1,1
person:anthony moreno sanchez,person:p shiu,1,1
person:diego pacheco,person:p shiu,1,1
person:eleni samara,person:p shiu,1,1
person:haley croke,person:p shiu,1,1
person:alex thomson,person:p shiu,1,1
person:connor laughland,person:p shiu,1,1
person:p shiu,person:s dutta,1,1
person:p shiu,person:paula guiomar alarcon de anton,1,1
person:binglin huang,person:p shiu,1,1
person:p shiu,person:patricia pujols,1,1
person:i haber,person:p shiu,1,1
person:amanda gonzalez segarra,person:p shiu,1,1
person:albert lin,person:p shiu,1,1
person:daniel choe,person:p shiu,1,1
person:p shiu,person:veronika lukyanova,1,1
person:nino mancini,person:p shiu,1,1
person:p shiu,person:zhiqiao liu,1,1
person:p shiu,person:tatsuo okubo,1,1
person:miriam flynn,person:p shiu,1,1
person:gianna vitelli,person:p shiu,1,1
person:m laturney,person:p shiu,1,1
person:fu ning li,person:p shiu,1,1
person:p shiu,person:shuo cao,1,1
person:carolina manyari diaz,person:p shiu,1,1
person:hyun tek yim,person:p shiu,1,1
person:anh duc le,person:p shiu,1,1
person:kate maier,person:p shiu,1,1
person:p shiu,person:yeonju nam,1,1
person:daniel baba,person:p shiu,1,1
person:amanda abusaif,person:p shiu,1,1
person:audrey francis,person:p shiu,1,1
person:jesse gayk,person:p shiu,1,1
person:p shiu,person:s huntress,1,1
person:p shiu,person:r barajas,1,1
person:mean hwan kim,person:p shiu,1,1
person:p shiu,person:xinyue cui,1,1
person:aiqun li,person:p shiu,1,1
person:keehyun park,person:p shiu,1,1
person:georgia dempsey,person:p shiu,1,1
person:alan mathew,person:p shiu,1,1
person:junkyung kim,person:p shiu,1,1
person:p shiu,person:taehoon kim,1,1
person:guanhao wu,person:p shiu,1,1
person:p shiu,person:serene dhawan,1,1
person:margarida brotas,person:p shiu,1,1
person:cun quan zhang,person:p shiu,1,1
person:p shiu,person:shanice bailey,1,1
person:alexander del toro,person:p shiu,1,1
person:kea joo lee,person:p shiu,1,1
person:p shiu,person:t macrina,1,1
person:cm schneider mizell,person:p shiu,1,1
person:p shiu,person:s popovych,1,1
person:oluwaseun ogedengbe,person:p shiu,1,1
person:p shiu,person:ruoxuan yang,1,1
person:akhilesh halageri,person:p shiu,1,1
person:p shiu,person:w silversmith,1,1
person:p shiu,person:stephan gerhard,1,1
person:a champion,person:p shiu,1,1
person:dodam ih,person:p shiu,1,1
person:n kemnitz,person:p shiu,1,1
person:m castro,person:p shiu,1,1
person:p shiu,person:zhi ming jia,1,1
person:jingpeng wu,person:p shiu,1,1
person:eric mitchell,person:p shiu,1,1
person:barak nehoran,person:p shiu,1,1
person:p shiu,person:shang mu,1,1
person:j bae,person:p shiu,1,1
person:p shiu,person:rongwen lu,1,1
