author_a,author_b,shared_works,weight
person:p shiu,person:r morey,1,1
person:kai kuehner,person:p shiu,1,1
person:d brittain,person:p shiu,1,1
person:c jordan,person:p shiu,1,1
person:d anderson,person:p shiu,1,1
person:p shiu,person:rudy behnia,1,1
person:alexander borst,person:p shiu,1,1
person:eugenia chiappe,person:p shiu,1,1
person:f collman,person:p shiu,1,1
person:kenneth colodner,person:p shiu,1,1
person:andrew dacks,person:p shiu,1,1
person:b dickson,person:p shiu,1,1
person:denise garcia,person:p shiu,1,1
person:p shiu,person:v hartenstein,1,1
person:bassem hassan,person:p shiu,1,1
person:charlotte helfrich forster,person:p shiu,1,1
person:p shiu,person:wolf huetteroth,1,1
person:p shiu,person:sung soo kim,1,1
person:p shiu,person:young joon kim,1,1
person:jae young kwon,person:p shiu,1,1
person:p shiu,person:w lee,1,1
person:g linneweber,person:p shiu,1,1
person:gaby maimon,person:p shiu,1,1
person:p shiu,person:richard mann,1,1
person:p shiu,person:s noselli,1,1
person:michael pankratz,person:p shiu,1,1
person:l prieto godino,person:p shiu,1,1
person:j read,person:p shiu,1,1
person:michael reiser,person:p shiu,1,1
person:katie von reyn,person:p shiu,1,1
person:c ribeiro,person:p shiu,1,1
person:m selcho,person:p shiu,1,1
person:marion silies,person:p shiu,1,1
person:julie simpson,person:p shiu,1,1
person:p shiu,person:s waddell,1,1
person:mathias wernet,person:p shiu,1,1
person:p shiu,person:rachel wilson,1,1
person:fred wolf,person:p shiu,1,1
person:p shiu,person:zepeng yao,1,1
person:nilay yapici,person:p shiu,1,1
person:meet zandawala,person:p shiu,1,1
person:h sebastian seung,person:p shiu,1,1
person:d bock,person:p shiu,1,1
person:annika bast,person:su ji cho,1,1
person:brian reicher,person:su ji cho,1,1
person:marlon blanquart,person:su ji cho,1,1
person:lucy houghton,person:su ji cho,1,1
person:hyungjun choi,person:su ji cho,1,1
person:maria ioannidou,person:su ji cho,1,1
person:matt collie,person:su ji cho,1,1
person:joanna eckhardt,person:su ji cho,1,1
person:benjamin gorko,person:su ji cho,1,1
person:lei guo,person:su ji cho,1,1
person:su ji cho,person:zhihao zheng,1,1
person:a poh,person:su ji cho,1,1
person:michael lin,person:su ji cho,1,1
person:istvan taisz,person:su ji cho,1,1
person:su ji cho,person:wes murfin,1,1
person:a diez,person:su ji cho,1,1
person:nils reinhard,person:su ji cho,1,1
person:peter gibb,person:su ji cho,1,1
person:nidhi patel,person:su ji cho,1,1
person:sandeep kumar,person:su ji cho,1,1
person:minsik yun,person:su ji cho,1,1
person:minggang wang,person:su ji cho,1,1
person:devon jones,person:su ji cho,1,1
person:lucas encarnacion rivera,person:su ji cho,1,1
person:a oswald,person:su ji cho,1,1
person:akanksha jadia,person:su ji cho,1,1
person:mert erginkaya,person:su ji cho,1,1
person:n drummond,person:su ji cho,1,1
person:leonie walter,person:su ji cho,1,1
person:i tastekin,person:su ji cho,1,1
person:su ji cho,person:x zhong,1,1
person:su ji cho,person:yuta mabuchi,1,1
person:fernando figueroa santiago,person:su ji cho,1,1
person:su ji cho,person:u verma,1,1
person:nick byrne,person:su ji cho,1,1
person:edda kunze,person:su ji cho,1,1
person:su ji cho,person:t crahan,1,1
person:ryan margossian,person:su ji cho,1,1
person:hyoungkyu kim,person:su ji cho,1,1
person:iliyan georgiev,person:su ji cho,1,1
person:fabianna szorenyi,person:su ji cho,1,1
person:atsuko adachi,person:su ji cho,1,1
person:benjamin bargeron,person:su ji cho,1,1
person:damian demarest,person:su ji cho,1,1
person:burak gur,person:su ji cho,1,1
person:andreas becker,person:su ji cho,1,1
person:r turnbull,person:su ji cho,1,1
person:a morren,person:su ji cho,1,1
person:andrea sandoval,person:su ji cho,1,1
person:anthony moreno sanchez,person:su ji cho,1,1
person:diego pacheco,person:su ji cho,1,1
person:eleni samara,person:su ji cho,1,1
person:haley croke,person:su ji cho,1,1
person:alex thomson,person:su ji cho,1,1
person:connor laughland,person:su ji cho,1,1
person:s dutta,person:su ji cho,1,1
person:paula guiomar alarcon de anton,person:su ji cho,1,1
person:binglin huang,person:su ji cho,1,1
person:patricia pujols,person:su ji cho,1,1
person:i haber,person:su ji cho,1,1
person:amanda gonzalez segarra,person:su ji cho,1,1
person:albert lin,person:su ji cho,1,1
person:daniel choe,person:su ji cho,1,1
person:su ji cho,person:veronika lukyanova,1,1
person:nino mancini,person:su ji cho,1,1
person:su ji cho,person:zhiqiao liu,1,1
person:su ji cho,person:tatsuo okubo,1,1
person:miriam flynn,person:su ji cho,1,1
person:gianna vitelli,person:su ji cho,1,1
person:m laturney,person:su ji cho,1,1
person:fu ning li,person:su ji cho,1,1
person:shuo cao,person:su ji cho,1,1
person:carolina manyari diaz,person:su ji cho,1,1
person:hyun tek yim,person:su ji cho,1,1
person:anh duc le,person:su ji cho,1,1
person:kate maier,person:su ji cho,1,1
person:su ji cho,person:yeonju nam,1,1
person:daniel baba,person:su ji cho,1,1
person:amanda abusaif,person:su ji cho,1,1
person:audrey francis,person:su ji cho,1,1
person:jesse gayk,person:su ji cho,1,1
person:s huntress,person:su ji cho,1,1
person:r barajas,person:su ji cho,1,1
person:mean hwan kim,person:su ji cho,1,1
person:su ji cho,person:xinyue cui,1,1
person:gabriella sterne,person:su ji cho,1,1
person:aiqun li,person:su ji cho,1,1
person:keehyun park,person:su ji cho,1,1
person:georgia dempsey,person:su ji cho,1,1
person:alan mathew,person:su ji cho,1,1
person:junkyung kim,person:su ji cho,1,1
person:su ji cho,person:taehoon kim,1,1
person:guanhao wu,person:su ji cho,1,1
person:serene dhawan,person:su ji cho,1,1
person:margarida brotas,person:su ji cho,1,1
person:cun quan zhang,person:su ji cho,1,1
person:shanice bailey,person:su ji cho,1,1
person:alexander del toro,person:su ji cho,1,1
person:kea joo lee,person:su ji cho,1,1
person:su ji cho,person:t macrina,1,1
person:cm schneider mizell,person:su ji cho,1,1
person:s popovych,person:su ji cho,1,1
person:oluwaseun ogedengbe,person:su ji cho,1,1
person:ruoxuan yang,person:su ji cho,1,1
person:akhilesh halageri,person:su ji cho,1,1
person:su ji cho,person:w silversmith,1,1
person:stephan gerhard,person:su ji cho,1,1
person:a champion,person:su ji cho,1,1
person:n eckstein,person:su ji cho,1,1
person:dodam ih,person:su ji cho,1,1
person:n kemnitz,person:su ji cho,1,1
person:m castro,person:su ji cho,1,1
person:su ji cho,person:zhi ming jia,1,1
person:eric mitchell,person:su ji cho,1,1
person:barak nehoran,person:su ji cho,1,1
person:shang mu,person:su ji cho,1,1
person:j bae,person:su ji cho,1,1
person:rongwen lu,person:su ji cho,1,1
person:r morey,person:su ji cho,1,1
person:kai kuehner,person:su ji cho,1,1
person:d brittain,person:su ji cho,1,1
person:c jordan,person:su ji cho,1,1
person:d anderson,person:su ji cho,1,1
person:rudy behnia,person:su ji cho,1,1
person:salil bidaye,person:su ji cho,1,1
person:alexander borst,person:su ji cho,1,1
person:eugenia chiappe,person:su ji cho,1,1
person:f collman,person:su ji cho,1,1
person:kenneth colodner,person:su ji cho,1,1
person:andrew dacks,person:su ji cho,1,1
person:b dickson,person:su ji cho,1,1
person:jan funke,person:su ji cho,1,1
person:denise garcia,person:su ji cho,1,1
person:stefanie hampel,person:su ji cho,1,1
person:su ji cho,person:v hartenstein,1,1
person:bassem hassan,person:su ji cho,1,1
person:charlotte helfrich forster,person:su ji cho,1,1
person:su ji cho,person:wolf huetteroth,1,1
person:jinseop kim,person:su ji cho,1,1
person:su ji cho,person:sung soo kim,1,1
person:su ji cho,person:young joon kim,1,1
person:jae young kwon,person:su ji cho,1,1
person:su ji cho,person:w lee,1,1
person:g linneweber,person:su ji cho,1,1
person:gaby maimon,person:su ji cho,1,1
person:richard mann,person:su ji cho,1,1
person:s noselli,person:su ji cho,1,1
person:michael pankratz,person:su ji cho,1,1
person:l prieto godino,person:su ji cho,1,1
person:j read,person:su ji cho,1,1
person:michael reiser,person:su ji cho,1,1
person:katie von reyn,person:su ji cho,1,1
person:c ribeiro,person:su ji cho,1,1
person:kristin scott,person:su ji cho,1,1
person:a seeds,person:su ji cho,1,1
person:m selcho,person:su ji cho,1,1
person:marion silies,person:su ji cho,1,1
person:julie simpson,person:su ji cho,1,1
person:s waddell,person:su ji cho,1,1
person:mathias wernet,person:su ji cho,1,1
person:rachel wilson,person:su ji cho,1,1
person:fred wolf,person:su ji cho,1,1
person:su ji cho,person:zepeng yao,1,1
person:nilay yapici,person:su ji cho,1,1
person:meet zandawala,person:su ji cho,1,1
person:marta costa,person:su ji cho,1,1
person:h sebastian seung,person:su ji cho,1,1
person:m murthy,person:su ji cho,1,1
person:d bock,person:su ji cho,1,1
person:g jefferis,person:su ji cho,1,1
person:annika bast,person:brian reicher,1,1
person:annika bast,person:marlon blanquart,1,1
person:annika bast,person:lucy houghton,1,1
person:annika bast,person:hyungjun choi,1,1
person:annika bast,person:matt collie,1,1
person:annika bast,person:joanna eckhardt,1,1
person:annika bast,person:benjamin gorko,1,1
person:annika bast,person:lei guo,1,1
person:annika bast,person:zhihao zheng,1,1
person:a poh,person:annika bast,1,1
person:annika bast,person:michael lin,1,1
person:annika bast,person:istvan taisz,1,1
person:annika bast,person:wes murfin,1,1
person:a diez,person:annika bast,1,1
person:annika bast,person:nils reinhard,1,1
person:annika bast,person:peter gibb,1,1
person:annika bast,person:nidhi patel,1,1
person:annika bast,person:sandeep kumar,1,1
person:annika bast,person:minsik yun,1,1
person:annika bast,person:minggang wang,1,1
person:annika bast,person:devon jones,1,1
person:annika bast,person:lucas encarnacion rivera,1,1
person:a oswald,person:annika bast,1,1
person:akanksha jadia,person:annika bast,1,1
person:annika bast,person:mert erginkaya,1,1
person:annika bast,person:n drummond,1,1
person:annika bast,person:leonie walter,1,1
person:annika bast,person:i tastekin,1,1
person:annika bast,person:x zhong,1,1
person:annika bast,person:yuta mabuchi,1,1
person:annika bast,person:fernando figueroa santiago,1,1
person:annika bast,person:u verma,1,1
person:annika bast,person:nick byrne,1,1
person:annika bast,person:edda kunze,1,1
person:annika bast,person:t crahan,1,1
person:annika bast,person:ryan margossian,1,1
person:annika bast,person:hyoungkyu kim,1,1
person:annika bast,person:iliyan georgiev,1,1
person:annika bast,person:fabianna szorenyi,1,1
person:annika bast,person:atsuko adachi,1,1
person:annika bast,person:benjamin bargeron,1,1
person:annika bast,person:damian demarest,1,1
person:andreas becker,person:annika bast,1,1
person:annika bast,person:r turnbull,1,1
person:a morren,person:annika bast,1,1
person:andrea sandoval,person:annika bast,1,1
person:annika bast,person:anthony moreno sanchez,1,1
person:annika bast,person:diego pacheco,1,1
person:annika bast,person:eleni samara,1,1
person:annika bast,person:haley croke,1,1
person:alex thomson,person:annika bast,1,1
person:annika bast,person:connor laughland,1,1
person:annika bast,person:s dutta,1,1
person:annika bast,person:paula guiomar alarcon de anton,1,1
person:annika bast,person:binglin huang,1,1
person:annika bast,person:patricia pujols,1,1
person:annika bast,person:i haber,1,1
person:amanda gonzalez segarra,person:annika bast,1,1
person:albert lin,person:annika bast,1,1
person:annika bast,person:daniel choe,1,1
person:annika bast,person:veronika lukyanova,1,1
person:annika bast,person:nino mancini,1,1
person:annika bast,person:zhiqiao liu,1,1
person:annika bast,person:tatsuo okubo,1,1
person:annika bast,person:miriam flynn,1,1
person:annika bast,person:gianna vitelli,1,1
person:annika bast,person:m laturney,1,1
person:annika bast,person:fu ning li,1,1
person:annika bast,person:shuo cao,1,1
person:annika bast,person:carolina manyari diaz,1,1
person:annika bast,person:hyun tek yim,1,1
person:anh duc le,person:annika bast,1,1
person:annika bast,person:kate maier,1,1
person:annika bast,person:yeonju nam,1,1
person:annika bast,person:daniel baba,1,1
person:amanda abusaif,person:annika bast,1,1
person:annika bast,person:audrey francis,1,1
person:annika bast,person:jesse gayk,1,1
person:annika bast,person:s huntress,1,1
person:annika bast,person:r barajas,1,1
person:annika bast,person:mean hwan kim,1,1
person:annika bast,person:xinyue cui,1,1
person:annika bast,person:gabriella sterne,1,1
person:aiqun li,person:annika bast,1,1
person:annika bast,person:keehyun park,1,1
person:annika bast,person:georgia dempsey,1,1
person:alan mathew,person:annika bast,1,1
person:annika bast,person:junkyung kim,1,1
person:annika bast,person:taehoon kim,1,1
person:annika bast,person:guanhao wu,1,1
person:annika bast,person:serene dhawan,1,1
person:annika bast,person:margarida brotas,1,1
person:annika bast,person:cun quan zhang,1,1
person:annika bast,person:shanice bailey,1,1
person:alexander del toro,person:annika bast,1,1
person:annika bast,person:kea joo lee,1,1
person:annika bast,person:t macrina,1,1
person:annika bast,person:cm schneider mizell,1,1
person:annika bast,person:s popovych,1,1
person:annika bast,person:oluwaseun ogedengbe,1,1
person:annika bast,person:ruoxuan yang,1,1
person:akhilesh halageri,person:annika bast,1,1
person:annika bast,person:w silversmith,1,1
person:annika bast,person:stephan gerhard,1,1
person:a champion,person:annika bast,1,1
person:annika bast,person:n eckstein,1,1
person:annika bast,person:dodam ih,1,1
person:annika bast,person:n kemnitz,1,1
person:annika bast,person:m castro,1,1
person:annika bast,person:zhi ming jia,1,1
person:annika bast,person:jingpeng wu,1,1
person:annika bast,person:eric mitchell,1,1
person:annika bast,person:barak nehoran,1,1
person:annika bast,person:shang mu,1,1
person:annika bast,person:j bae,1,1
person:annika bast,person:rongwen lu,1,1
person:annika bast,person:r morey,1,1
person:annika bast,person:kai kuehner,1,1
person:annika bast,person:d brittain,1,1
person:annika bast,person:c jordan,1,1
person:annika bast,person:d anderson,1,1
person:annika bast,person:rudy behnia,1,1
person:annika bast,person:salil bidaye,1,1
person:alexander borst,person:annika bast,1,1
person:annika bast,person:eugenia chiappe,1,1
person:annika bast,person:f collman,1,1
person:annika bast,person:kenneth colodner,1,1
person:andrew dacks,person:annika bast,1,1
person:annika bast,person:b dickson,1,1
person:annika bast,person:jan funke,1,1
person:annika bast,person:denise garcia,1,1
person:annika bast,person:stefanie hampel,1,1
person:annika bast,person:v hartenstein,1,1
person:annika bast,person:bassem hassan,1,1
person:annika bast,person:charlotte helfrich forster,1,1
person:annika bast,person:wolf huetteroth,1,1
person:annika bast,person:jinseop kim,1,1
person:annika bast,person:sung soo kim,1,1
person:annika bast,person:young joon kim,1,1
person:annika bast,person:jae young kwon,1,1
person:annika bast,person:w lee,1,1
person:annika bast,person:g linneweber,1,1
person:annika bast,person:gaby maimon,1,1
person:annika bast,person:richard mann,1,1
person:annika bast,person:s noselli,1,1
person:annika bast,person:michael pankratz,1,1
person:annika bast,person:l prieto godino,1,1
person:annika bast,person:j read,1,1
person:annika bast,person:michael reiser,1,1
person:annika bast,person:katie von reyn,1,1
person:annika bast,person:c ribeiro,1,1
person:annika bast,person:kristin scott,1,1
person:a seeds,person:annika bast,1,1
person:annika bast,person:m selcho,1,1
person:annika bast,person:julie simpson,1,1
person:annika bast,person:s waddell,1,1
person:annika bast,person:mathias wernet,1,1
person:annika bast,person:rachel wilson,1,1
person:annika bast,person:fred wolf,1,1
person:annika bast,person:zepeng yao,1,1
person:annika bast,person:nilay yapici,1,1
person:annika bast,person:meet zandawala,1,1
person:annika bast,person:marta costa,1,1
person:annika bast,person:h sebastian seung,1,1
person:annika bast,person:m murthy,1,1
person:annika bast,person:d bock,1,1
person:annika bast,person:g jefferis,1,1
person:brian reicher,person:marlon blanquart,1,1
person:brian reicher,person:lucy houghton,1,1
person:brian reicher,person:hyungjun choi,1,1
person:brian reicher,person:maria ioannidou,1,1
person:brian reicher,person:matt collie,1,1
person:brian reicher,person:joanna eckhardt,1,1
person:benjamin gorko,person:brian reicher,1,1
person:brian reicher,person:lei guo,1,1
person:brian reicher,person:zhihao zheng,1,1
person:a poh,person:brian reicher,1,1
person:brian reicher,person:michael lin,1,1
person:brian reicher,person:istvan taisz,1,1
person:brian reicher,person:wes murfin,1,1
person:a diez,person:brian reicher,1,1
person:brian reicher,person:nils reinhard,1,1
person:brian reicher,person:peter gibb,1,1
person:brian reicher,person:nidhi patel,1,1
person:brian reicher,person:sandeep kumar,1,1
person:brian reicher,person:minsik yun,1,1
person:brian reicher,person:minggang wang,1,1
person:brian reicher,person:devon jones,1,1
