author_norm,person_id,display_name,works_in_corpus,weighted_degree,betweenness,community_id
person:ching po lin,person:ching po lin,Ching-Po Lin,2,11.0,0.0,9
person:katia valkova,person:katia valkova,Katia Valkova,2,11.0,0.0,9
person:d kerschensteiner,person:d kerschensteiner,D. Kerschensteiner,2,11.0,0.0,9
person:j blagburn,person:j blagburn,J. Blagburn,2,11.0,0.0,3
person:tommaso gili,person:tommaso gili,Tommaso Gili,2,11.0,0.0,25
person:mustafa talay,person:mustafa talay,Mustafa Talay,2,11.0,0.0,2
person:f kao,person:f kao,F. Kao,2,11.0,0.0,8
person:haoxing zhu,person:haoxing zhu,Haoxing Zhu,2,11.0,0.0,0
person:j bessereau,person:j bessereau,J. Bessereau,2,11.0,0.0,1
person:a alyakin,person:a alyakin,A. Alyakin,2,10.0,0.0,2
person:joshua agterberg,person:joshua agterberg,Joshua Agterberg,2,10.0,0.0,2
person:h hege,person:h hege,H. Hege,2,10.0,0.0,6
person:guozhang chen,person:guozhang chen,Guozhang Chen,2,10.0,0.0,0
person:lucy ngo,person:lucy ngo,Lucy Ngo,2,10.0,0.0,75
person:anton nathanson,person:anton nathanson,Anton D. Nathanson,2,10.0,0.0,75
person:t garbowski,person:t garbowski,T. Garbowski,2,10.0,0.0,75
person:u knothe,person:u knothe,U. Knothe,2,10.0,0.0,75
person:m knothe tate,person:m knothe tate,M. K. Knothe Tate,2,10.0,0.0,75
person:a roth,person:a roth,A. Roth,2,10.0,0.0,28
person:m hausser,person:m hausser,M. Häusser,2,10.0,0.0,28
person:sveva dallere,person:sveva dallere,Sveva Dallere,2,10.0,0.0,7
person:a vercelli,person:a vercelli,A. Vercelli,2,10.0,0.0,7
person:bradley theilman,person:bradley theilman,Bradley H. Theilman,2,10.0,0.0,112
person:fred rothganger,person:fred rothganger,Fred Rothganger,2,10.0,0.0,112
person:william severa,person:william severa,William M. Severa,2,10.0,0.0,112
person:craig vineyard,person:craig vineyard,Craig Vineyard,2,10.0,0.0,112
person:james aimone,person:james aimone,James Aimone,2,10.0,0.0,112
person:xiaobo zhou,person:xiaobo zhou,Xiaobo Zhou,2,10.0,0.0,1
person:stephen wong,person:stephen wong,Stephen T. C. Wong,2,10.0,0.0,1
person:chen ding,person:chen ding,Chen Ding,2,10.0,0.0,4
person:todd huffman,person:todd huffman,Todd Huffman,2,10.0,0.0,6
person:quan wen,person:quan wen,Quan Wen,2,10.0,0.0,0
person:cai yun deng,person:cai yun deng,Cai-yun Deng,2,10.0,0.0,0
person:liu fan,person:liu fan,Liu Fan,2,10.0,0.0,0
person:l bonilha,person:l bonilha,L. Bonilha,2,10.0,0.0,5
person:erik jorgensen,person:erik jorgensen,Erik M. Jorgensen,2,10.0,0.0,0
person:raunak sinha,person:raunak sinha,Raunak Sinha,2,10.0,0.0,42
person:m hoon,person:m hoon,M. Hoon,2,10.0,0.0,42
person:soo jung oh,person:soo jung oh,Soo Jung Oh,2,10.0,0.0,0
person:samia mohinta,person:samia mohinta,Samia Mohinta,2,10.0,0.0,2
person:shi yan lee,person:shi yan lee,Shi Yan Lee,2,10.0,0.0,2
person:mark alkema,person:mark alkema,Mark J Alkema,2,10.0,0.0,6
person:t sizemore,person:t sizemore,T. Sizemore,2,10.0,0.0,9
person:julius jonaitis,person:julius jonaitis,Julius Jonaitis,2,10.0,0.0,9
person:u kothe,person:u kothe,U. Köthe,2,10.0,0.0,7
person:s shi,person:s shi,S. Shi,2,10.0,0.0,0
person:laurence lindsey,person:laurence lindsey,Laurence Lindsey,2,10.0,0.0,2
person:e dow,person:e dow,E. Dow,2,10.0,0.0,137
person:denis turcu,person:denis turcu,Denis Turcu,2,9.0,0.0,4
person:eric shea brown,person:eric shea brown,Eric Shea-Brown,2,9.0,0.0,0
person:m rubinov,person:m rubinov,M. Rubinov,2,9.0,0.0,4
person:c shih,person:c shih,C. Shih,2,9.0,0.0,0
person:p sjostrom,person:p sjostrom,P. J. Sjöström,2,9.0,0.0,9
person:l parajuli,person:l parajuli,L. Parajuli,2,9.0,0.0,19
person:s bookheimer,person:s bookheimer,S. Bookheimer,2,9.0,0.0,45
person:n kouvaris,person:n kouvaris,N. Kouvaris,2,9.0,0.0,36
person:j hizanidis,person:j hizanidis,J. Hizanidis,2,9.0,0.0,36
person:mizuki kurashina,person:mizuki kurashina,Mizuki Kurashina,2,9.0,0.0,0
person:arpun johal,person:arpun johal,Arpun Johal,2,9.0,0.0,0
person:ruixue qin,person:ruixue qin,Ruixue Qin,2,9.0,0.0,0
person:anirvan ghosh,person:anirvan ghosh,Anirvan Ghosh,2,9.0,0.0,0
person:m ercsey ravasz,person:m ercsey ravasz,M. Ercsey-Ravasz,2,9.0,0.0,2
person:z toroczkai,person:z toroczkai,Z. Toroczkai,2,9.0,0.0,2
person:j diamond,person:j diamond,J. Diamond,2,9.0,0.0,6
person:manuel schroter,person:manuel schroter,Manuel S. Schröter,2,9.0,0.0,4
person:jonathan arreguit,person:jonathan arreguit,Jonathan Arreguit,2,9.0,0.0,34
person:clara scherrer,person:clara scherrer,Clara Scherrer,2,9.0,0.0,34
person:a ijspeert,person:a ijspeert,A. Ijspeert,2,9.0,0.0,34
person:xin yuan,person:xin yuan,Xin Yuan,2,9.0,0.0,0
person:fang guo,person:fang guo,Fang Guo,2,9.0,0.0,0
person:t tuan,person:t tuan,T. Tuan,2,9.0,0.0,9
person:yuji komaki,person:yuji komaki,Yuji Komaki,2,9.0,0.0,18
person:annekathrin widmann,person:annekathrin widmann,Annekathrin Widmann,2,9.0,0.0,2
person:alexandra rother,person:alexandra rother,Alexandra Rother,2,9.0,0.0,6
person:gang yan,person:gang yan,Gang Yan,2,9.0,0.0,4
person:f pasqualetti,person:f pasqualetti,F. Pasqualetti,2,9.0,0.0,2
person:dandan zhu,person:dandan zhu,Dandan Zhu,2,9.0,0.0,0
person:s markert,person:s markert,S. Markert,2,9.0,0.0,1
person:enrico lanza,person:enrico lanza,Enrico Lanza,2,9.0,0.0,68
person:g ruocco,person:g ruocco,G. Ruocco,2,9.0,0.0,68
person:v folli,person:v folli,V. Folli,2,9.0,0.0,68
person:danping chen,person:danping chen,Danping Chen,2,9.0,0.0,0
person:hang deng,person:hang deng,Hang Deng,2,8.0,0.0,0
person:s suweis,person:s suweis,S. Suweis,2,8.0,0.0,6
person:g wanner,person:g wanner,G. Wanner,2,8.0,0.0,0
person:kazumi ohta,person:kazumi ohta,Kazumi Ohta,2,8.0,0.0,26
person:r giuly,person:r giuly,R. Giuly,2,8.0,0.0,8
person:jorge jaramillo,person:jorge jaramillo,Jorge Jaramillo,2,8.0,0.0,5
person:junjie jiang,person:junjie jiang,Junjie Jiang,2,8.0,0.0,5
person:tobias potjans,person:tobias potjans,Tobias C. Potjans,2,8.0,0.0,6
person:c yook,person:c yook,C. Yook,2,8.0,0.0,0
person:jorge ruiz,person:jorge ruiz,Jorge Ruiz,2,8.0,0.0,36
person:jan odenthal,person:jan odenthal,Jan Odenthal,2,8.0,0.0,6
person:ritwik kumar,person:ritwik kumar,Ritwik K. Kumar,2,8.0,0.0,8
person:gabor szilagyi,person:gabor szilagyi,Gábor S. Szilágyi,2,8.0,0.0,93
person:zsolt vassy,person:zsolt vassy,Zsolt Vassy,2,8.0,0.0,93
person:peter csermely,person:peter csermely,Peter Csermely,2,8.0,0.0,93
person:b fenyves,person:b fenyves,B. Fenyves,2,8.0,0.0,93
person:makoto someya,person:makoto someya,Makoto Someya,2,8.0,0.0,26
person:h kazama,person:h kazama,H. Kazama,2,8.0,0.0,26
person:d fair,person:d fair,D. Fair,2,8.0,0.0,35
person:s goodman,person:s goodman,S. L. Goodman,2,8.0,0.0,64
person:jeffrey percival,person:jeffrey percival,Jeffrey W Percival,2,8.0,0.0,64
person:beiya xu,person:beiya xu,Beiya Xu,2,8.0,0.0,2
person:d holschneider,person:d holschneider,D. Holschneider,2,8.0,0.0,0
person:a wree,person:a wree,A. Wree,2,8.0,0.0,20
person:omar hafez,person:omar hafez,Omar A. Hafez,2,8.0,0.0,80
person:benjamin escribano,person:benjamin escribano,Benjamin Escribano,2,8.0,0.0,80
person:e niebur,person:e niebur,E. Niebur,2,8.0,0.0,80
person:feici diao,person:feici diao,Feici Diao,2,8.0,0.0,157
person:j seidlitz,person:j seidlitz,J. Seidlitz,2,8.0,0.0,4
person:sichao he,person:sichao he,Sichao He,2,8.0,0.0,0
person:xiangyi meng,person:xiangyi meng,Xiangyi Meng,2,8.0,0.0,4
person:csaba both,person:csaba both,Csaba Both,2,8.0,0.0,4
person:b barzel,person:b barzel,B. Barzel,2,8.0,0.0,4
person:tran minh quan,person:tran minh quan,Tran Minh Quan,2,8.0,0.0,9
person:l varshney,person:l varshney,L. Varshney,2,8.0,0.0,9
person:g einevoll,person:g einevoll,G. Einevoll,2,8.0,0.0,0
person:k kaun,person:k kaun,K. Kaun,2,8.0,0.0,2
person:cencheng shen,person:cencheng shen,Cencheng Shen,2,8.0,0.0,2
person:c treiber,person:c treiber,C. Treiber,2,8.0,0.0,71
person:michael schaub,person:michael schaub,Michael T. Schaub,2,8.0,0.0,0
person:mauricio barahona,person:mauricio barahona,Mauricio Barahona,2,8.0,0.0,0
person:juan nunez iglesias,person:juan nunez iglesias,Juan Nunez-Iglesias,2,8.0,0.0,1
person:g gutierrez,person:g gutierrez,G. Gutierrez,2,8.0,0.0,27
person:alexey semyanov,person:alexey semyanov,Alexey Semyanov,2,8.0,0.0,21
person:a lex,person:a lex,A. Lex,2,8.0,0.0,8
person:yaroslav molkov,person:yaroslav molkov,Yaroslav I. Molkov,2,7.0,0.0,109
person:h koizumi,person:h koizumi,H. Koizumi,2,7.0,0.0,109
person:jeffrey smith,person:jeffrey smith,Jeffrey C. Smith,2,7.0,0.0,109
person:anirban chakraborty,person:anirban chakraborty,Anirban Chakraborty,2,7.0,0.0,1
person:l cossell,person:l cossell,L. Cossell,2,7.0,0.0,9
person:s engert,person:s engert,S. Engert,2,7.0,0.0,3
person:cori bargmann,person:cori bargmann,Cori Bargmann,2,7.0,0.0,27
person:filip milisav,person:filip milisav,Filip Milisav,2,7.0,0.0,5
person:yanan lv,person:yanan lv,Yanan Lv,2,7.0,0.0,0
person:logan walker,person:logan walker,Logan A. Walker,2,7.0,0.0,56
person:alexandra kerbl,person:alexandra kerbl,Alexandra Kerbl,2,7.0,0.0,2
person:m porter,person:m porter,M. Porter,2,7.0,0.0,2
person:mitsuhiko katoh,person:mitsuhiko katoh,Mitsuhiko Katoh,2,7.0,0.0,77
person:y saitoh,person:y saitoh,Y. Saitoh,2,7.0,0.0,77
person:s saitoh,person:s saitoh,S. Saitoh,2,7.0,0.0,77
person:d guidolin,person:d guidolin,D. Guidolin,2,7.0,0.0,119
person:m marcoli,person:m marcoli,M. Marcoli,2,7.0,0.0,119
person:g maura,person:g maura,G. Maura,2,7.0,0.0,119
person:l agnati,person:l agnati,L. Agnati,2,7.0,0.0,119
person:cody baker,person:cody baker,Cody Baker,2,7.0,0.0,150
person:r rosenbaum,person:r rosenbaum,R. Rosenbaum,2,7.0,0.0,150
person:a morrison,person:a morrison,A. Morrison,2,7.0,0.0,6
person:xiaojuan qi,person:xiaojuan qi,Xiaojuan Qi,2,7.0,0.0,0
person:p heng,person:p heng,P. Heng,2,7.0,0.0,0
person:b mathur,person:b mathur,B. Mathur,2,7.0,0.0,0
person:tao hu,person:tao hu,Tao Hu,2,7.0,0.0,2
person:o gunturkun,person:o gunturkun,O. Güntürkün,2,7.0,0.0,66
person:aaron stahl,person:aaron stahl,Aaron Stahl,2,7.0,0.0,46
person:enrico corradini,person:enrico corradini,Enrico Corradini,2,7.0,0.0,127
person:federica parlapiano,person:federica parlapiano,Federica Parlapiano,2,7.0,0.0,127
person:giorgio terracina,person:giorgio terracina,Giorgio Terracina,2,7.0,0.0,127
person:domenico ursino,person:domenico ursino,Domenico Ursino,2,7.0,0.0,127
person:h makse,person:h makse,H. Makse,2,7.0,0.0,25
person:danke zhang,person:danke zhang,Danke Zhang,2,7.0,0.0,0
person:soma mukherjee,person:soma mukherjee,Soma Mukherjee,2,7.0,0.0,0
person:won chan oh,person:won chan oh,Won Chan Oh,2,7.0,0.0,0
person:m salzmann,person:m salzmann,M. Salzmann,2,7.0,0.0,7
person:c wreden,person:c wreden,C. Wreden,2,7.0,0.0,0
person:ellie heckscher,person:ellie heckscher,Ellie S. Heckscher,2,7.0,0.0,0
person:d wheeler,person:d wheeler,D. Wheeler,2,7.0,0.0,0
person:h takemura,person:h takemura,H. Takemura,2,7.0,0.0,5
person:r gamanut,person:r gamanut,R. Gămănuţ,2,7.0,0.0,2
person:r borisyuk,person:r borisyuk,R. Borisyuk,2,7.0,0.0,100
person:d conte,person:d conte,D. Conte,2,7.0,0.0,100
person:a roberts,person:a roberts,A. Roberts,2,7.0,0.0,100
person:barry bentley,person:barry bentley,Barry L. Bentley,2,7.0,0.0,4
person:xiaoyan sun,person:xiaoyan sun,Xiaoyan Sun,2,7.0,0.0,0
person:jieji ren,person:jieji ren,Jieji Ren,2,6.0,0.0,2
person:v sampathkumar,person:v sampathkumar,V. Sampathkumar,2,6.0,0.0,1
person:andrew miller hansen,person:andrew miller hansen,Andrew J. Miller-Hansen,2,6.0,0.0,1
person:maximilian schmidt,person:maximilian schmidt,Maximilian Schmidt,2,6.0,0.0,6
person:z kisvarday,person:z kisvarday,Z. Kisvárday,2,6.0,0.0,6
person:edward boyden,person:edward boyden,Edward S. Boyden,2,6.0,0.0,2
person:chunhui li,person:chunhui li,Chunhui Li,2,6.0,0.0,0
person:eichi takaya,person:eichi takaya,Eichi Takaya,2,6.0,0.0,149
person:yusuke takeichi,person:yusuke takeichi,Yusuke Takeichi,2,6.0,0.0,149
person:m ozaki,person:m ozaki,M. Ozaki,2,6.0,0.0,149
person:satoshi kurihara,person:satoshi kurihara,Satoshi Kurihara,2,6.0,0.0,149
person:francesco sorrentino,person:francesco sorrentino,Francesco Sorrentino,2,6.0,0.0,25
person:elizabeth diloreto,person:elizabeth diloreto,Elizabeth M. DiLoreto,2,6.0,0.0,151
person:christopher chute,person:christopher chute,Christopher Chute,2,6.0,0.0,151
person:samantha bryce,person:samantha bryce,Samantha Bryce,2,6.0,0.0,151
person:jagan srinivasan,person:jagan srinivasan,Jagan Srinivasan,2,6.0,0.0,151
person:ayan mandal,person:ayan mandal,Ayan S. Mandal,2,6.0,0.0,4
person:azusa kamikouchi,person:azusa kamikouchi,Azusa Kamikouchi,2,6.0,0.0,1
person:k sabrin,person:k sabrin,K. M. Sabrin,2,6.0,0.0,5
person:c dovrolis,person:c dovrolis,C. Dovrolis,2,6.0,0.0,5
person:lukas anneser,person:lukas anneser,Lukas Anneser,2,6.0,0.0,6
person:chie satou,person:chie satou,Chie Satou,2,6.0,0.0,6
person:h hotz,person:h hotz,H. Hotz,2,6.0,0.0,6
person:jianqin niu,person:jianqin niu,Jianqin Niu,2,6.0,0.0,21
person:a butt,person:a butt,A. Butt,2,6.0,0.0,21
person:chenju yi,person:chenju yi,Chenju Yi,2,6.0,0.0,21
person:s mikula,person:s mikula,S. Mikula,2,6.0,0.0,6
person:sen song,person:sen song,Sen Song,2,6.0,0.0,0
person:jason pipkin,person:jason pipkin,Jason Pipkin,2,6.0,0.0,0
person:william kristan jr,person:william kristan jr,William B. Kristan Jr.,2,6.0,0.0,0
person:r pocock,person:r pocock,R. Pocock,2,6.0,0.0,5
person:d ville,person:d ville,D. Ville,2,6.0,0.0,79
person:lesly palacios castillo,person:lesly palacios castillo,Lesly M. Palacios Castillo,2,6.0,0.0,4
person:m rosa,person:m rosa,M. Rosa,2,6.0,0.0,2
person:liangyu tao,person:liangyu tao,Liangyu Tao,2,6.0,0.0,0
person:p kim,person:p kim,P. Kim,2,6.0,0.0,4
person:youngjo song,person:youngjo song,Youngjo Song,2,6.0,0.0,4
person:paul watkins,person:paul watkins,Paul V. Watkins,2,6.0,0.0,6
person:david garcia soriano,person:david garcia soriano,David García-Soriano,2,6.0,0.0,3
person:markus reigl,person:markus reigl,Markus Reigl,2,6.0,0.0,9
person:sarthak chandra,person:sarthak chandra,Sarthak Chandra,2,5.0,0.0,2
person:ishani ganguly,person:ishani ganguly,Ishani Ganguly,2,5.0,0.0,2
person:n brunel,person:n brunel,N. Brunel,2,5.0,0.0,86
person:m turkcan,person:m turkcan,M. Turkcan,2,5.0,0.0,0
person:nimish kumar,person:nimish kumar,Nimish Kumar,2,5.0,0.0,92
person:gwyneth liu,person:gwyneth liu,Gwyneth Liu,2,5.0,0.0,1
person:orkun akin,person:orkun akin,Orkun Akin,2,5.0,0.0,4
person:k kording,person:k kording,K. Kording,2,5.0,0.0,2
person:alon zaslaver,person:alon zaslaver,Alon Zaslaver,2,5.0,0.0,4
person:fatemeh hadaeghi,person:fatemeh hadaeghi,Fatemeh Hadaeghi,2,5.0,0.0,5
person:kayson fakhar,person:kayson fakhar,Kayson Fakhar,2,5.0,0.0,5
person:c hilgetag,person:c hilgetag,C. Hilgetag,2,5.0,0.0,2
person:tamara boto,person:tamara boto,Tamara Boto,2,5.0,0.0,46
person:alessio franci,person:alessio franci,Alessio Franci,2,5.0,0.0,142
person:g drion,person:g drion,G. Drion,2,5.0,0.0,142
person:a goulas,person:a goulas,A. Goulas,2,5.0,0.0,2
person:m heuvel,person:m heuvel,M. P. Heuvel,2,5.0,0.0,5
person:nichalas nelson,person:nichalas nelson,Nichalas Nelson,2,5.0,0.0,57
person:nicholas baumann,person:nicholas baumann,Nicholas S Baumann,2,5.0,0.0,57
person:arshad khan,person:arshad khan,Arshad M. Khan,2,5.0,0.0,161
person:christina arcy,person:christina arcy,Christina E. D’Arcy,2,5.0,0.0,161
person:jeffrey olimpo,person:jeffrey olimpo,Jeffrey T. Olimpo,2,5.0,0.0,161
person:t boccato,person:t boccato,T. Boccato,2,5.0,0.0,164
person:matteo ferrante,person:matteo ferrante,Matteo Ferrante,2,5.0,0.0,164
person:n toschi,person:n toschi,N. Toschi,2,5.0,0.0,164
person:c zucker,person:c zucker,C. Zucker,2,5.0,0.0,1
person:j dowling,person:j dowling,J. Dowling,2,5.0,0.0,1
person:s lockery,person:s lockery,S. Lockery,2,5.0,0.0,4
person:lara lloret iglesias,person:lara lloret iglesias,Lara Lloret Iglesias,2,5.0,0.0,27
person:jaison omoto,person:jaison omoto,Jaison J. Omoto,2,5.0,0.0,37
person:p basser,person:p basser,P. Basser,2,5.0,0.0,0
person:r ypma,person:r ypma,R. Ypma,2,4.0,0.0,4
person:anand pathak,person:anand pathak,Anand Pathak,2,4.0,0.0,187
person:shakti menon,person:shakti menon,Shakti N. Menon,2,4.0,0.0,187
person:s sinha,person:s sinha,S. Sinha,2,4.0,0.0,187
person:adam haber,person:adam haber,Adam Haber,2,4.0,0.0,6
person:m cirunay,person:m cirunay,M. Cirunay,2,4.0,0.0,1
person:istv an papp,person:istv an papp,Istv'an Papp,2,4.0,0.0,1
person:istvan kovacs,person:istvan kovacs,István A. Kovács,2,4.0,0.0,4
person:brian wheatman,person:brian wheatman,Brian Wheatman,2,4.0,0.0,1
person:sarah wooders,person:sarah wooders,Sarah Wooders,2,4.0,0.0,1
person:bowen shi,person:bowen shi,Bowen Shi,2,4.0,0.0,0
person:kristyn lizbinski,person:kristyn lizbinski,Kristyn M. Lizbinski,2,4.0,0.0,158
person:james jeanne,person:james jeanne,James M. Jeanne,2,4.0,0.0,158
person:xianxiang tong,person:xianxiang tong,Xianxiang Tong,2,4.0,0.0,0
person:dirk jan ardesch,person:dirk jan ardesch,Dirk Jan Ardesch,2,4.0,0.0,5
person:dominic vita,person:dominic vita,Dominic J. Vita,2,4.0,0.0,57
person:julia santos,person:julia santos,Julia Santos,2,4.0,0.0,0
person:p majka,person:p majka,P. Majka,2,4.0,0.0,2
person:c antonopoulos,person:c antonopoulos,C. Antonopoulos,2,4.0,0.0,36
person:r fields,person:r fields,R. Fields,2,3.0,0.0,0
person:l swanson,person:l swanson,L. Swanson,2,3.0,0.0,0
person:maxwell turner,person:maxwell turner,Maxwell H. Turner,2,3.0,0.0,15
person:caleb doll,person:caleb doll,Caleb A. Doll,2,3.0,0.0,57
person:tae song chung,person:tae song chung,Tae-Song Chung,2,3.0,0.0,1
person:habib benali,person:habib benali,Habib Benali,2,3.0,0.0,190
person:el kaioum moutuou,person:el kaioum moutuou,El-kaioum M. Moutuou,2,3.0,0.0,190
person:ian stewart,person:ian stewart,Ian Stewart,2,3.0,0.0,25
person:sung yong kim,person:sung yong kim,Sung Yong Kim,2,3.0,0.0,0
person:g mongillo,person:g mongillo,G. Mongillo,2,3.0,0.0,153
person:m piochowiak,person:m piochowiak,M. Piochowiak,2,3.0,0.0,194
person:carsten dachsbacher,person:carsten dachsbacher,Carsten Dachsbacher,2,3.0,0.0,194
person:p yadav,person:p yadav,P. Yadav,2,3.0,0.0,4
person:florian unger,person:florian unger,Florian Unger,2,3.0,0.0,206
person:jonathan krebs,person:jonathan krebs,Jonathan Krebs,2,3.0,0.0,206
person:oren richter,person:oren richter,Oren Richter,2,2.0,0.0,4
person:varun sanjay birari,person:varun sanjay birari,Varun Sanjay Birari,2,2.0,0.0,4
person:jacob yates,person:jacob yates,Jacob L. Yates,2,2.0,0.0,84
person:s flavell,person:s flavell,S. Flavell,2,2.0,0.0,213
person:frank werblin,person:frank werblin,Frank Werblin,2,2.0,0.0,193
person:l collins,person:l collins,L. Collins,2,2.0,0.0,6
person:fernando vonhoff,person:fernando vonhoff,Fernando J Vonhoff,2,2.0,0.0,211
person:megan morrison,person:megan morrison,Megan Morrison,2,2.0,0.0,264
person:lai sang young,person:lai sang young,Lai-Sang Young,2,2.0,0.0,264
person:m daley,person:m daley,M. Daley,2,2.0,0.0,125
person:daniel graham,person:daniel graham,Daniel J. Graham,2,1.0,0.0,15
person:nalin dhiman,person:nalin dhiman,Nalin Dhiman,2,1.0,0.0,244
person:j karbowski,person:j karbowski,J. Karbowski,2,1.0,0.0,262
person:w nowinski,person:w nowinski,W. Nowinski,2,0.0,0.0,288
person:zairene lenizo,person:zairene lenizo,Zairene Lenizo,1,303.0,0.000221,3
person:nashra hadjerol,person:nashra hadjerol,Nashra Hadjerol,1,303.0,0.000221,3
person:john anthony ocho,person:john anthony ocho,John Anthony Ocho,1,303.0,0.000221,3
person:joshua banez,person:joshua banez,Joshua Bañez,1,303.0,0.000221,3
person:rey adrian candilada,person:rey adrian candilada,Rey Adrian Candilada,1,303.0,0.000221,3
person:nelsie panes,person:nelsie panes,Nelsie Panes,1,303.0,0.000221,3
person:arti yadav,person:arti yadav,Arti Yadav,1,303.0,0.000221,3
person:remer tancontian,person:remer tancontian,Remer Tancontian,1,303.0,0.000221,3
person:shirleyjoy serona,person:shirleyjoy serona,Shirleyjoy Serona,1,303.0,0.000221,3
person:jet ivan dolorosa,person:jet ivan dolorosa,Jet Ivan Dolorosa,1,303.0,0.000221,3
person:kendrick joules vinson,person:kendrick joules vinson,Kendrick Joules Vinson,1,303.0,0.000221,3
person:r salem,person:r salem,R. Salem,1,303.0,0.000221,3
person:ariel dagohoy,person:ariel dagohoy,Ariel Dagohoy,1,303.0,0.000221,3
person:mendell lopez,person:mendell lopez,Mendell Lopez,1,303.0,0.000221,3
person:anjali pandey,person:anjali pandey,Anjali Pandey,1,303.0,0.000221,3
person:darrel jay akiatan,person:darrel jay akiatan,Darrel Jay Akiatan,1,303.0,0.000221,3
person:d sapkal,person:d sapkal,D. Sapkal,1,303.0,0.000221,3
person:shaina mae monungolh,person:shaina mae monungolh,Shaina Mae Monungolh,1,303.0,0.000221,3
person:mark lloyd pielago,person:mark lloyd pielago,Mark Lloyd Pielago,1,303.0,0.000221,3
person:miguel albero,person:miguel albero,Miguel Albero,1,303.0,0.000221,3
person:jacquilyn laude,person:jacquilyn laude,Jacquilyn Laude,1,303.0,0.000221,3
person:zeba vohra,person:zeba vohra,Zeba Vohra,1,303.0,0.000221,3
person:allien mae gogo,person:allien mae gogo,Allien Mae Gogo,1,303.0,0.000221,3
person:alvin josh mandahay,person:alvin josh mandahay,Alvin Josh Mandahay,1,303.0,0.000221,3
person:chereb martinez,person:chereb martinez,Chereb Martinez,1,303.0,0.000221,3
person:john david asis,person:john david asis,John David Asis,1,303.0,0.000221,3
person:chitra nair,person:chitra nair,Chitra V Nair,1,303.0,0.000221,3
person:dhwani patel,person:dhwani patel,Dhwani Patel,1,303.0,0.000221,3
person:marchan manaytay,person:marchan manaytay,Marchan Manaytay,1,303.0,0.000221,3
person:c lim,person:c lim,C. Lim,1,303.0,0.000221,3
person:philip lenard ampo,person:philip lenard ampo,Philip Lenard Ampo,1,303.0,0.000221,3
person:michelle darapan pantujan,person:michelle darapan pantujan,Michelle Darapan Pantujan,1,303.0,0.000221,3
person:daril bautista,person:daril bautista,Daril Bautista,1,303.0,0.000221,3
person:rashmita rana,person:rashmita rana,Rashmita Rana,1,303.0,0.000221,3
person:jansen seguido,person:jansen seguido,Jansen Seguido,1,303.0,0.000221,3
person:bhargav parmar,person:bhargav parmar,Bhargav Parmar,1,303.0,0.000221,3
person:john clyde saguimpa,person:john clyde saguimpa,John Clyde Saguimpa,1,303.0,0.000221,3
person:itisha joshi,person:itisha joshi,Itisha Joshi,1,303.0,0.000221,3
person:dhara kakadiya,person:dhara kakadiya,Dhara Kakadiya,1,303.0,0.000221,3
person:c pilapil,person:c pilapil,C. Pilapil,1,303.0,0.000221,3
person:kaushik parmar,person:kaushik parmar,Kaushik Parmar,1,303.0,0.000221,3
person:quinn vanderbeck,person:quinn vanderbeck,Quinn X. Vanderbeck,1,303.0,0.000221,3
person:jenna joroff,person:jenna joroff,Jenna Joroff,1,303.0,0.000221,3
person:s calle,person:s calle,S. Calle,1,303.0,0.000221,3
person:yashvi patel,person:yashvi patel,Yashvi Patel,1,303.0,0.000221,3
person:o sato,person:o sato,O. Sato,1,303.0,0.000221,3
person:janice salocot,person:janice salocot,Janice Salocot,1,303.0,0.000221,3
person:mai bui,person:mai bui,Mai Bui,1,303.0,0.000221,3
person:matthew lichtenberger,person:matthew lichtenberger,Matthew Lichtenberger,1,303.0,0.000221,3
person:edmark tamboboy,person:edmark tamboboy,Edmark Tamboboy,1,303.0,0.000221,3
person:katieanne molloy,person:katieanne molloy,Katieanne Molloy,1,303.0,0.000221,3
person:arzoo diwan,person:arzoo diwan,Arzoo Diwan,1,303.0,0.000221,3
person:t aiken,person:t aiken,T. Aiken,1,303.0,0.000221,3
person:d lehmann,person:d lehmann,D. Lehmann,1,303.0,0.000221,3
person:s sisodiya,person:s sisodiya,S. Sisodiya,1,303.0,0.000221,3
person:marlon blanquart,person:marlon blanquart,Marlon Blanquart,1,303.0,0.000221,3
person:joanna eckhardt,person:joanna eckhardt,Joanna L Eckhardt,1,303.0,0.000221,3
person:a poh,person:a poh,A. Poh,1,303.0,0.000221,3
person:wes murfin,person:wes murfin,Wes Murfin,1,303.0,0.000221,3
person:peter gibb,person:peter gibb,Peter W. Gibb,1,303.0,0.000221,3
person:nidhi patel,person:nidhi patel,Nidhi Patel,1,303.0,0.000221,3
person:minsik yun,person:minsik yun,Minsik Yun,1,303.0,0.000221,3
person:a oswald,person:a oswald,A. Oswald,1,303.0,0.000221,3
person:akanksha jadia,person:akanksha jadia,Akanksha Jadia,1,303.0,0.000221,3
person:leonie walter,person:leonie walter,Leonie F. Walter,1,303.0,0.000221,3
person:x zhong,person:x zhong,X. Zhong,1,303.0,0.000221,3
person:yuta mabuchi,person:yuta mabuchi,Yuta Mabuchi,1,303.0,0.000221,3
person:fernando figueroa santiago,person:fernando figueroa santiago,Fernando J. Figueroa Santiago,1,303.0,0.000221,3
person:u verma,person:u verma,U. Verma,1,303.0,0.000221,3
person:nick byrne,person:nick byrne,Nick Byrne,1,303.0,0.000221,3
