author_norm,person_id,display_name,works_in_corpus,weighted_degree,betweenness,community_id
person:caitlyn bishop,person:caitlyn bishop,Caitlyn Bishop,6,123.0,0.0,2
person:florian engert,person:florian engert,Florian Engert,6,122.0,0.0,1
person:zhenqing chen,person:zhenqing chen,Zhenqing Chen,6,115.0,0.0,0
person:j tapia,person:j tapia,J. C. Tapia,6,111.0,0.0,1
person:c gerfen,person:c gerfen,C. Gerfen,6,103.0,0.0,0
person:luxuan wang,person:luxuan wang,Luxuan Wang,6,92.0,0.0,0
person:yingjie yang,person:yingjie yang,Yingjie Yang,6,82.0,0.0,0
person:javier valdes aleman,person:javier valdes aleman,Javier Valdes-Aleman,6,80.0,0.0,2
person:christoph sommer,person:christoph sommer,Christoph Sommer,6,76.0,0.0,7
person:tao fang,person:tao fang,Tao Fang,6,75.0,0.0,1
person:andreas thum,person:andreas thum,Andreas S. Thum,6,70.0,0.0,2
person:eilif muller,person:eilif muller,Eilif B. Muller,6,69.0,0.0,7
person:brian matejek,person:brian matejek,Brian Matejek,6,67.0,0.0,1
person:a zlateski,person:a zlateski,A. Zlateski,6,61.0,0.0,3
person:orin packer,person:orin packer,Orin Packer,6,60.0,0.0,8
person:constantin pape,person:constantin pape,Constantin Pape,6,58.0,0.0,0
person:thomas euler,person:thomas euler,Thomas Euler,6,56.0,0.0,6
person:y kurmangaliyev,person:y kurmangaliyev,Y. Kurmangaliyev,6,56.0,0.0,4
person:l luo,person:l luo,L. Luo,6,55.0,0.0,2
person:v kaynig,person:v kaynig,V. Kaynig,6,54.0,0.0,1
person:meital oren suissa,person:meital oren suissa,Meital Oren-Suissa,6,50.0,0.0,4
person:u grunert,person:u grunert,U. Grünert,6,48.0,0.0,8
person:sara patterson,person:sara patterson,Sara S. Patterson,6,47.0,0.0,8
person:a polilov,person:a polilov,A. Polilov,6,46.0,0.0,1
person:david grant colburn hildebrand,person:david grant colburn hildebrand,David Grant Colburn Hildebrand,6,45.0,0.0,9
person:ali al awami,person:ali al awami,Ali K. Al-Awami,6,45.0,0.0,1
person:arlo sheridan,person:arlo sheridan,Arlo Sheridan,6,41.0,0.0,1
person:yunfeng hua,person:yunfeng hua,Yunfeng Hua,6,41.0,0.0,0
person:fabian svara,person:fabian svara,Fabian Svara,6,40.0,0.0,6
person:a dacks,person:a dacks,A. Dacks,6,40.0,0.0,9
person:grant chou,person:grant chou,Grant M. Chou,6,39.0,0.0,3
person:lidia ripoll sanchez,person:lidia ripoll sanchez,Lidia Ripoll-Sánchez,6,39.0,0.0,4
person:a merchan perez,person:a merchan perez,Á. Merchán-Pérez,6,34.0,0.0,7
person:oliver schmitt,person:oliver schmitt,Oliver Schmitt,6,32.0,0.0,20
person:peter eipert,person:peter eipert,Peter Eipert,6,32.0,0.0,20
person:yee lian chew,person:yee lian chew,Yee Lian Chew,6,31.0,0.0,4
person:c doe,person:c doe,C. Doe,6,29.0,0.0,2
person:qihua chen,person:qihua chen,Qihua Chen,6,29.0,0.0,0
person:d sussman,person:d sussman,D. Sussman,6,28.0,0.0,2
person:yu ying zhou,person:yu ying zhou,Yu-ying Zhou,6,26.0,0.0,0
person:gergely odor,person:gergely odor,Gergely Ódor,6,26.0,0.0,1
person:a fornito,person:a fornito,A. Fornito,6,24.0,0.0,5
person:nestor timonidis,person:nestor timonidis,Nestor Timonidis,6,19.0,0.0,6
person:jaeseung jeong,person:jaeseung jeong,Jaeseung Jeong,6,17.0,0.0,4
person:a stepanyants,person:a stepanyants,A. Stepanyants,6,10.0,0.0,0
person:marcus kaiser,person:marcus kaiser,Marcus Kaiser,6,2.0,0.0,271
person:e munnelly,person:e munnelly,E. Munnelly,5,847.0,0.001512,3
person:brandon canino,person:brandon canino,Brandon S Canino,5,481.0,1.7e-05,1
person:charli maldonado,person:charli maldonado,Charli A Maldonado,5,481.0,1.7e-05,1
person:caroline mooney,person:caroline mooney,Caroline Mooney,5,481.0,1.7e-05,1
person:nneoma okeoma,person:nneoma okeoma,Nneoma Okeoma,5,481.0,1.7e-05,1
person:e phillips,person:e phillips,E. M. Phillips,5,481.0,1.7e-05,1
person:georgia dempsey,person:georgia dempsey,Georgia Dempsey,5,464.0,0.011838,3
person:austin burke,person:austin burke,Austin T Burke,5,454.0,0.000131,3
person:meet zandawala,person:meet zandawala,Meet Zandawala,5,434.0,0.00016,3
person:farzaan salman,person:farzaan salman,Farzaan Salman,5,433.0,0.000333,3
person:claire smith,person:claire smith,Claire Smith,5,432.0,5.5e-05,1
person:masayoshi ito,person:masayoshi ito,Masayoshi Ito,5,423.0,3e-06,1
person:jens goldammer,person:jens goldammer,Jens Goldammer,5,419.0,3e-06,1
person:rob svirskas,person:rob svirskas,Rob Svirskas,5,417.0,0.00034,1
person:david deutsch,person:david deutsch,David S. Deutsch,5,412.0,3.6e-05,3
person:iris talebi,person:iris talebi,Iris Talebi,5,392.0,0.000151,1
person:celia david,person:celia david,Celia David,5,391.0,0.000125,3
person:albert lin,person:albert lin,Albert Lin,5,375.0,4.8e-05,3
person:zhihao zheng,person:zhihao zheng,Zhihao Zheng,5,365.0,0.001343,3
person:sridhar jagannathan,person:sridhar jagannathan,Sridhar R. Jagannathan,5,362.0,0.001068,3
person:samantha finley may,person:samantha finley may,Samantha Finley-May,5,354.0,0.002998,1
person:lucia kmecova,person:lucia kmecova,Lucia Kmecova,5,351.0,0.001458,3
person:a shinomiya,person:a shinomiya,A. Shinomiya,5,349.0,0.000131,1
person:mathias wernet,person:mathias wernet,Mathias F. Wernet,5,330.0,0.000578,3
person:tanya wolff,person:tanya wolff,Tanya Wolff,5,322.0,0.000138,1
person:emily tenshaw,person:emily tenshaw,Emily Tenshaw,5,305.0,8e-06,3
person:stephan preibisch,person:stephan preibisch,Stephan Preibisch,5,279.0,0.0,1
person:erick cobos,person:erick cobos,Erick Cobos,5,277.0,0.0,3
person:david ackerman,person:david ackerman,David Ackerman,5,268.0,0.0,1
person:k khairy,person:k khairy,K. Khairy,5,263.0,0.0,1
person:j horne,person:j horne,J. Horne,5,261.0,0.0,1
person:takashi kawase,person:takashi kawase,Takashi Kawase,5,260.0,0.0,1
person:m mallory,person:m mallory,M. Mallory,5,209.0,0.0,3
person:su yee lee,person:su yee lee,Su-Yee J. Lee,5,203.0,0.0,3
person:ellen lesser,person:ellen lesser,Ellen Lesser,5,201.0,0.0,3
person:claire walsh,person:claire walsh,Claire Walsh,5,197.0,0.0,1
person:edward rogers,person:edward rogers,Edward M Rogers,5,194.0,0.0,1
person:brian zingg,person:brian zingg,Brian Zingg,5,194.0,0.0,0
person:s romani,person:s romani,S. Romani,5,192.0,0.0,1
person:p nicovich,person:p nicovich,P. Nicovich,5,173.0,0.0,3
person:longmi gao,person:longmi gao,Longmi Gao,5,170.0,0.0,0
person:konrad rokicki,person:konrad rokicki,Konrad Rokicki,5,153.0,0.0,1
person:yisheng he,person:yisheng he,Yisheng He,5,147.0,0.0,0
person:elisa pavarino,person:elisa pavarino,Elisa C. Pavarino,5,125.0,0.0,1
person:n karlupia,person:n karlupia,N. Karlupia,5,117.0,0.0,1
person:catherine schretter,person:catherine schretter,Catherine E. Schretter,5,115.0,0.0,1
person:anthony moussa,person:anthony moussa,Anthony J. Moussa,5,112.0,0.0,3
person:chun xiao huang,person:chun xiao huang,Chun-Xiao Huang,5,104.0,0.0,1
person:sebastian seung,person:sebastian seung,Sebastian Seung,5,101.0,0.0,3
person:christof koch,person:christof koch,Christof Koch,5,94.0,0.0,0
person:ignacio tartavull,person:ignacio tartavull,Ignacio Tartavull,5,92.0,0.0,3
person:m hawrylycz,person:m hawrylycz,M. Hawrylycz,5,91.0,0.0,0
person:dazheng feng,person:dazheng feng,Dazheng Feng,5,85.0,0.0,0
person:d essen,person:d essen,D. C. Essen,5,80.0,0.0,2
person:qiantao lv,person:qiantao lv,Qiantao Lv,5,75.0,0.0,0
person:li jun chen,person:li jun chen,Li-jun Chen,5,74.0,0.0,0
person:yumei guo,person:yumei guo,Yumei Guo,5,71.0,0.0,0
person:alban cenameri,person:alban cenameri,Alban Cenameri,5,70.0,0.0,7
person:gaia novarino,person:gaia novarino,Gaia Novarino,5,70.0,0.0,7
person:yunlong shen,person:yunlong shen,Yunlong Shen,5,68.0,0.0,0
person:peng zhao,person:peng zhao,Peng Zhao,5,68.0,0.0,0
person:chao tsung yang,person:chao tsung yang,chao-tsung Yang,5,66.0,0.0,0
person:qiongling li,person:qiongling li,Qiongling Li,5,64.0,0.0,0
person:hui hong zhang,person:hui hong zhang,Hui-hong Zhang,5,63.0,0.0,0
person:raphael norman tenazas,person:raphael norman tenazas,Raphael Norman-Tenazas,5,62.0,0.0,2
person:casey schneider mizell,person:casey schneider mizell,Casey M. Schneider-Mizell,5,61.0,0.0,2
person:david miller,person:david miller,David M. Miller,5,61.0,0.0,4
person:marc hammarlund,person:marc hammarlund,Marc Hammarlund,5,61.0,0.0,4
person:t jones,person:t jones,T. Jones,5,61.0,0.0,1
person:ning wang,person:ning wang,Ning Wang,5,59.0,0.0,0
person:satchidananda panda,person:satchidananda panda,Satchidananda Panda,5,59.0,0.0,0
person:konrad paul kording,person:konrad paul kording,Konrad Paul Kording,5,58.0,0.0,2
person:robert smith,person:robert smith,Robert G. Smith,5,58.0,0.0,8
person:s phan,person:s phan,S. Phan,5,58.0,0.0,0
person:hannah martinez,person:hannah martinez,Hannah Martinez,5,57.0,0.0,2
person:steven calle schuler,person:steven calle schuler,Steven A. Calle-Schuler,5,57.0,0.0,1
person:ben mulcahy,person:ben mulcahy,Ben Mulcahy,5,57.0,0.0,1
person:mingyang li,person:mingyang li,Mingyang Li,5,56.0,0.0,0
person:xiaohong xu,person:xiaohong xu,Xiaohong Xu,5,55.0,0.0,0
person:feng wu,person:feng wu,Feng Wu,5,55.0,0.0,0
person:songting li,person:songting li,Songting Li,5,53.0,0.0,0
person:daniel emrich,person:daniel emrich,Daniel P. Emrich,5,53.0,0.0,8
person:carey priebe,person:carey priebe,Carey E. Priebe,5,53.0,0.0,2
person:sang kyu bahn,person:sang kyu bahn,Sang-kyu Bahn,5,52.0,0.0,5
person:lu mi,person:lu mi,Lu Mi,5,52.0,0.0,1
person:daniel witvliet,person:daniel witvliet,Daniel K. Witvliet,5,51.0,0.0,1
person:ashwin vishwanathan,person:ashwin vishwanathan,Ashwin Vishwanathan,5,51.0,0.0,3
person:e reilly,person:e reilly,E. Reilly,5,50.0,0.0,2
person:shujing zhang,person:shujing zhang,Shujing Zhang,5,50.0,0.0,0
person:b pedigo,person:b pedigo,B. Pedigo,5,49.0,0.0,2
person:j mendenhall,person:j mendenhall,J. Mendenhall,5,48.0,0.0,2
person:j neitz,person:j neitz,J. Neitz,5,47.0,0.0,8
person:r whitaker,person:r whitaker,R. Whitaker,5,47.0,0.0,8
person:michael robinette,person:michael robinette,Michael S. Robinette,5,46.0,0.0,2
person:andreas schoofs,person:andreas schoofs,Andreas Schoofs,5,46.0,0.0,2
person:anton miroschnikow,person:anton miroschnikow,Anton Miroschnikow,5,46.0,0.0,2
person:m landgraf,person:m landgraf,M. Landgraf,5,46.0,0.0,2
person:kristen harris,person:kristen harris,Kristen M. Harris,5,45.0,0.0,2
person:shashata sawmya,person:shashata sawmya,Shashata Sawmya,5,44.0,0.0,1
person:kevin boergens,person:kevin boergens,Kevin M. Boergens,5,44.0,0.0,13
person:yeon jin kim,person:yeon jin kim,Yeon Jin Kim,5,43.0,0.0,8
person:jinyue guo,person:jinyue guo,Jinyue Guo,5,43.0,0.0,0
person:andrew mckenzie,person:andrew mckenzie,Andrew T. McKenzie,5,42.0,0.0,11
person:tongchao li,person:tongchao li,Tongchao Li,5,42.0,0.0,0
person:herwig baier,person:herwig baier,Herwig Baier,5,41.0,0.0,6
person:a wilson,person:a wilson,A. Wilson,5,40.0,0.0,1
person:ashish raj,person:ashish raj,Ashish Raj,5,39.0,0.0,0
person:mojtaba seyedhosseini,person:mojtaba seyedhosseini,Mojtaba Seyedhosseini,5,38.0,0.0,8
person:zhuangzhuang zhao,person:zhuangzhuang zhao,Zhuangzhuang Zhao,5,35.0,0.0,0
person:s froudist walsh,person:s froudist walsh,S. Froudist-Walsh,5,33.0,0.0,5
person:xiangdong liu,person:xiangdong liu,Xiangdong Liu,5,32.0,0.0,0
person:shiuan tze wu,person:shiuan tze wu,Shiuan-Tze Wu,5,32.0,0.0,8
person:markus conzelmann,person:markus conzelmann,Markus Conzelmann,5,31.0,0.0,2
person:h kennedy,person:h kennedy,H. Kennedy,5,31.0,0.0,2
person:chenxuan wang,person:chenxuan wang,Chenxuan Wang,5,31.0,0.0,0
person:r baines,person:r baines,R. Baines,5,30.0,0.0,2
person:emily bayer,person:emily bayer,Emily A. Bayer,5,28.0,0.0,4
person:gyu hyun kim,person:gyu hyun kim,Gyu Hyun Kim,5,27.0,0.0,5
person:alessandro motta,person:alessandro motta,Alessandro Motta,5,27.0,0.0,6
person:a kreshuk,person:a kreshuk,A. Kreshuk,5,27.0,0.0,7
person:m turegano lopez,person:m turegano lopez,M. Turégano-Lopez,5,26.0,0.0,7
person:a athreya,person:a athreya,A. Athreya,5,26.0,0.0,2
person:a zarin,person:a zarin,A. Zarin,5,25.0,0.0,2
person:minghui liao,person:minghui liao,Minghui Liao,5,25.0,0.0,0
person:m puxeddu,person:m puxeddu,M. G. Puxeddu,5,24.0,0.0,5
person:bohao chen,person:bohao chen,Bohao Chen,5,23.0,0.0,0
person:p fua,person:p fua,P. Fua,5,23.0,0.0,7
person:r betzel,person:r betzel,R. Betzel,5,21.0,0.0,5
person:shaul druckmann,person:shaul druckmann,Shaul Druckmann,5,20.0,0.0,0
person:aindrila saha,person:aindrila saha,Aindrila Saha,5,20.0,0.0,42
person:marco agus,person:marco agus,Marco Agus,5,18.0,0.0,1
person:m diesmann,person:m diesmann,M. Diesmann,5,17.0,0.0,6
person:richard betzel,person:richard betzel,Richard F. Betzel,5,16.0,0.0,5
person:n chuhma,person:n chuhma,N. Chuhma,5,16.0,0.0,53
person:p tiesinga,person:p tiesinga,P. Tiesinga,5,12.0,0.0,6
person:rahul biswas,person:rahul biswas,Rahul Biswas,5,10.0,0.0,0
person:i rabinowitch,person:i rabinowitch,I. Rabinowitch,5,7.0,0.0,4
person:miriam flynn,person:miriam flynn,Miriam A. Flynn,4,552.0,0.008932,3
person:oluwaseun ogedengbe,person:oluwaseun ogedengbe,Oluwaseun Ogedengbe,4,461.0,0.007993,3
person:selden koolman,person:selden koolman,Selden Koolman,4,443.0,0.008771,3
person:serene dhawan,person:serene dhawan,Serene Dhawan,4,432.0,0.003307,3
person:dustin garner,person:dustin garner,Dustin Garner,4,420.0,0.000441,3
person:diego pacheco,person:diego pacheco,Diego A. Pacheco,4,417.0,0.000159,3
person:joseph hsu,person:joseph hsu,Joseph Hsu,4,415.0,0.018687,3
person:hyungjun choi,person:hyungjun choi,Hyungjun Choi,4,395.0,0.001854,3
person:r turnbull,person:r turnbull,R. Turnbull,4,355.0,0.000376,3
person:n drummond,person:n drummond,N. Drummond,4,337.0,0.0006,3
person:nils reinhard,person:nils reinhard,Nils Reinhard,4,332.0,0.000217,3
person:charlotte helfrich forster,person:charlotte helfrich forster,Charlotte Helfrich-Förster,4,332.0,0.000217,3
person:emil kind,person:emil kind,Emil Kind,4,329.0,0.00058,3
person:gizem sancer,person:gizem sancer,Gizem Sancer,4,329.0,0.00058,3
person:young joon kim,person:young joon kim,Young-Joon Kim,4,327.0,0.000217,3
person:elliott phillips,person:elliott phillips,Elliott Phillips,4,318.0,0.000132,1
person:natalie smith,person:natalie smith,Natalie Smith,4,318.0,0.000132,1
person:laramie leavitt,person:laramie leavitt,Laramie Leavitt,4,276.0,0.0,1
person:megan sammons,person:megan sammons,Megan Sammons,4,236.0,0.0,1
person:tom dolafi,person:tom dolafi,Tom Dolafi,4,230.0,0.0,1
person:nicole neubarth,person:nicole neubarth,Nicole N. Neubarth,4,230.0,0.0,1
person:g williams,person:g williams,G. Williams,4,218.0,0.0,3
person:c gamlin,person:c gamlin,C. Gamlin,4,213.0,0.0,3
person:kit longden,person:kit longden,Kit D Longden,4,204.0,0.0,1
person:s suckow,person:s suckow,S. Suckow,4,199.0,0.0,3
person:isabella beckett,person:isabella beckett,Isabella R. Beckett,4,191.0,0.0,3
person:judith hoeller,person:judith hoeller,Judith Hoeller,4,190.0,0.0,1
person:muye zhu,person:muye zhu,Muye Zhu,4,185.0,0.0,0
person:william zhang,person:william zhang,William Zhang,4,180.0,0.0,3
person:luis garcia,person:luis garcia,Luis Garcia,4,178.0,0.0,0
person:lin gou,person:lin gou,Lin Gou,4,177.0,0.0,0
person:seita yamashita,person:seita yamashita,Seita Yamashita,4,177.0,0.0,0
person:houri hintiryan,person:houri hintiryan,Houri Hintiryan,4,177.0,0.0,0
person:zhangcan ding,person:zhangcan ding,Zhangcan Ding,4,175.0,0.0,3
person:bao lei zhang,person:bao lei zhang,Bao-Lei Zhang,4,159.0,0.0,0
person:daoyang wang,person:daoyang wang,Daoyang Wang,4,131.0,0.0,0
person:hyun seung mun,person:hyun seung mun,Hyun-Seung Mun,4,125.0,0.0,0
person:cristian goina,person:cristian goina,Cristian Goina,4,124.0,0.0,1
person:ming chin wu,person:ming chin wu,Ming-Chin Wu,4,121.0,0.0,0
person:l venkatasubramanian,person:l venkatasubramanian,L. Venkatasubramanian,4,119.0,0.0,2
person:yichen luo,person:yichen luo,Yichen Luo,4,116.0,0.0,3
person:kaifeng chen,person:kaifeng chen,Kaifeng Chen,4,109.0,0.0,0
person:b pratt,person:b pratt,B. Pratt,4,108.0,0.0,3
person:wen jie xu,person:wen jie xu,Wen-Jie Xu,4,107.0,0.0,0
person:xiu lian shen,person:xiu lian shen,Xiu-Lian Shen,4,106.0,0.0,0
person:natalie chen,person:natalie chen,Natalie Chen,4,103.0,0.0,0
person:sarah walling bell,person:sarah walling bell,Sarah Walling-Bell,4,103.0,0.0,0
person:nathan klapoetke,person:nathan klapoetke,Nathan C. Klapoetke,4,99.0,0.0,1
person:zhuhao wu,person:zhuhao wu,Zhuhao Wu,4,97.0,0.0,0
person:m milham,person:m milham,M. Milham,4,96.0,0.0,5
person:tian min chen,person:tian min chen,Tian-min Chen,4,94.0,0.0,0
person:qiuying zhao,person:qiuying zhao,Qiuying Zhao,4,91.0,0.0,0
person:victoria rose,person:victoria rose,Victoria A. Rose,4,89.0,0.0,2
person:ian wickersham,person:ian wickersham,Ian R. Wickersham,4,89.0,0.0,0
person:m ahrens,person:m ahrens,M. Ahrens,4,88.0,0.0,1
person:bosiljka tasic,person:bosiljka tasic,Bosiljka Tasic,4,85.0,0.0,0
person:j zung,person:j zung,J. Zung,4,85.0,0.0,3
person:alexander shapson coe,person:alexander shapson coe,Alexander Shapson-Coe,4,85.0,0.0,1
person:lijie zhan,person:lijie zhan,Lijie Zhan,4,78.0,0.0,0
person:qingxu liu,person:qingxu liu,Qingxu Liu,4,78.0,0.0,0
person:d milkie,person:d milkie,D. Milkie,4,78.0,0.0,1
person:ben fulcher,person:ben fulcher,Ben D. Fulcher,4,78.0,0.0,5
person:michael dickinson,person:michael dickinson,Michael H. Dickinson,4,77.0,0.0,3
person:avinash khandelwal,person:avinash khandelwal,Avinash Khandelwal,4,75.0,0.0,2
person:courtney lau,person:courtney lau,Courtney Lau,4,72.0,0.0,0
person:donghyung lee,person:donghyung lee,Donghyung Lee,4,71.0,0.0,1
person:longzhou xu,person:longzhou xu,Longzhou Xu,4,67.0,0.0,0
person:daniela egas santander,person:daniela egas santander,Daniela Egas Santander,4,67.0,0.0,7
person:yachuang hu,person:yachuang hu,Yachuang Hu,4,67.0,0.0,0
person:r franconville,person:r franconville,R. Franconville,4,66.0,0.0,3
person:bokyoung lee,person:bokyoung lee,Bokyoung Lee,4,66.0,0.0,3
person:pei tseng lee,person:pei tseng lee,Pei-Tseng Lee,4,66.0,0.0,4
person:akira fushiki,person:akira fushiki,Akira Fushiki,4,65.0,0.0,2
person:k svoboda,person:k svoboda,K. Svoboda,4,65.0,0.0,8
person:guoqiang bi,person:guoqiang bi,Guoqiang Bi,4,62.0,0.0,0
person:n dhanyasi,person:n dhanyasi,N. Dhanyasi,4,62.0,0.0,1
person:ingrid andrade,person:ingrid andrade,Ingrid V. Andrade,4,58.0,0.0,2
person:nathan drenkow,person:nathan drenkow,Nathan Drenkow,4,58.0,0.0,2
person:m shao,person:m shao,M. Shao,4,54.0,0.0,2
person:zhen qiu,person:zhen qiu,Zhen Qiu,4,52.0,0.0,0
person:julia lyudchik,person:julia lyudchik,Julia Lyudchik,4,52.0,0.0,7
person:e lein,person:e lein,E. Lein,4,52.0,0.0,0
person:s akbarian,person:s akbarian,S. Akbarian,4,51.0,0.0,14
person:k rapp,person:k rapp,K. Rapp,4,51.0,0.0,8
person:emre aksay,person:emre aksay,Emre R. F. Aksay,4,51.0,0.0,3
person:wan qing yu,person:wan qing yu,Wan-Qing Yu,4,49.0,0.0,0
person:t deerinck,person:t deerinck,T. Deerinck,4,49.0,0.0,0
person:katrin franke,person:katrin franke,Katrin Franke,4,48.0,0.0,6
person:i siwanowicz,person:i siwanowicz,I. Siwanowicz,4,48.0,0.0,3
person:priya manavalan,person:priya manavalan,Priya Manavalan,4,47.0,0.0,2
person:peter jonas,person:peter jonas,Peter Jonas,4,47.0,0.0,7
person:t bartol,person:t bartol,T. Bartol,4,47.0,0.0,2
person:brett graham,person:brett graham,Brett J. Graham,4,46.0,0.0,9
person:j singer,person:j singer,J. Singer,4,46.0,0.0,6
person:mark dombrovski,person:mark dombrovski,Mark Dombrovski,4,46.0,0.0,4
person:m montero crespo,person:m montero crespo,M. Montero-Crespo,4,45.0,0.0,1
person:benjamin li,person:benjamin li,Benjamin Li,4,45.0,0.0,0
person:jessica garcia,person:jessica garcia,Jessica C. Garcia,4,45.0,0.0,8
person:justin joyce,person:justin joyce,Justin Joyce,4,45.0,0.0,2
person:nicola palomero gallagher,person:nicola palomero gallagher,Nicola Palomero-Gallagher,4,44.0,0.0,5
person:j schindelin,person:j schindelin,J. Schindelin,4,43.0,0.0,2
person:jinfang li,person:jinfang li,Jinfang Li,4,43.0,0.0,0
person:b sabatini,person:b sabatini,B. Sabatini,4,43.0,0.0,9
person:haosheng sun,person:haosheng sun,Haosheng Sun,4,43.0,0.0,4
person:k nguyen,person:k nguyen,K. Nguyen,4,43.0,0.0,4
person:s grant,person:s grant,S. Grant,4,42.0,0.0,7
person:andreas schaefer,person:andreas schaefer,Andreas T. Schaefer,4,42.0,0.0,9
person:phinikoula katsamba,person:phinikoula katsamba,Phinikoula S. Katsamba,4,41.0,0.0,4
person:l shapiro,person:l shapiro,L. Shapiro,4,41.0,0.0,4
