facet,value,era,time_role,n_working_set,n_global_core,champion_work_id,champion_doi,champion_title,champion_year,champion_in_global_core,in,out,k_core,year_cites_percentile
axis,untagged,pre-2005,history,4,1,work_001454df91336514,10.1523/jneurosci.15-12-08177.1995,Role of neural activity during synaptogenesis in Drosophila,1995,,1,0,1,38
axis,pipeline_stage,pre-2005,history,4,4,work_39c260e37ed45039,10.1098/rstb.1986.0056,The structure of the nervous system of the nematode Caenorhabditis elegans,1986,yes,135,0,13,100
stage,segmentation,pre-2005,history,1,1,work_02c7b46148a6c4a5,10.1523/jneurosci.18-20-08300.1998,Three-Dimensional Structure and Composition of CA3→CA1 Axons in Rat Hippocampal Slices: Implications for Presynaptic Connectivity and Compartmentalization,1998,yes,4,0,4,62
stage,preparation,pre-2005,history,1,1,work_21c10d8f3b695a0c,10.1371/journal.pbio.0020329,Serial Block-Face Scanning Electron Microscopy to Reconstruct Three-Dimensional Tissue Nanostructure,2004,yes,50,0,13,85
stage,sectioning,pre-2005,history,2,2,work_39c260e37ed45039,10.1098/rstb.1986.0056,The structure of the nervous system of the nematode Caenorhabditis elegans,1986,yes,135,0,13,100
stage,acquisition,pre-2005,history,1,1,work_21c10d8f3b695a0c,10.1371/journal.pbio.0020329,Serial Block-Face Scanning Electron Microscopy to Reconstruct Three-Dimensional Tissue Nanostructure,2004,yes,50,0,13,85
stage,graph_analysis,pre-2005,history,2,2,work_39c260e37ed45039,10.1098/rstb.1986.0056,The structure of the nervous system of the nematode Caenorhabditis elegans,1986,yes,135,0,13,100
organism,fly,pre-2005,history,1,0,work_001454df91336514,10.1523/jneurosci.15-12-08177.1995,Role of neural activity during synaptogenesis in Drosophila,1995,,1,0,1,38
organism,other,pre-2005,history,1,1,work_02c7b46148a6c4a5,10.1523/jneurosci.18-20-08300.1998,Three-Dimensional Structure and Composition of CA3→CA1 Axons in Rat Hippocampal Slices: Implications for Presynaptic Connectivity and Compartmentalization,1998,yes,4,0,4,62
organism,elegans,pre-2005,history,2,2,work_39c260e37ed45039,10.1098/rstb.1986.0056,The structure of the nervous system of the nematode Caenorhabditis elegans,1986,yes,135,0,13,100
organism,mouse,pre-2005,history,1,1,work_7b69c0d654c6eb2e,10.1016/s0896-6273(02)00652-9,Geometry and structural plasticity of synaptic connectivity.,2002,yes,0,0,0,50
dataset,DS01 C. elegans (White+),pre-2005,history,2,2,work_39c260e37ed45039,10.1098/rstb.1986.0056,The structure of the nervous system of the nematode Caenorhabditis elegans,1986,yes,135,0,13,100
method,SBF-SEM,pre-2005,history,1,1,work_21c10d8f3b695a0c,10.1371/journal.pbio.0020329,Serial Block-Face Scanning Electron Microscopy to Reconstruct Three-Dimensional Tissue Nanostructure,2004,yes,50,0,13,85
method,serial-section EM,pre-2005,history,2,2,work_39c260e37ed45039,10.1098/rstb.1986.0056,The structure of the nervous system of the nematode Caenorhabditis elegans,1986,yes,135,0,13,100
axis,pipeline_stage,2005–2009,history,17,12,work_c3af570cd83d4cfb,10.1371/journal.pcbi.1001066,Structural Properties of the Caenorhabditis elegans Neuronal Network,2009,yes,75,0,13,100
axis,untagged,2005–2009,history,1,0,work_17ed44014244fb80,10.1162/neco.2008.05-07-519,3D Axon Structure Extraction and Analysis in Confocal Fluorescence Microscopy Images,2007,,1,0,1,20
axis,registry_dataset,2005–2009,history,3,3,work_fc5029f7b2497692,10.1371/journal.pcbi.0020167,Gene Expression of Caenorhabditis elegans Neurons Carries Information on Their Synaptic Connectivity,2006,yes,5,0,4,15
stage,synapses,2005–2009,history,1,0,work_12ba8e6479fb9eac,10.1371/journal.pcbi.1000120,Using Expression Profiles of Caenorhabditis elegans Neurons To Identify Genes That Mediate Synaptic Connectivity,2008,,2,0,2,30
stage,infrastructure,2005–2009,history,4,4,work_186acb8763d28840,10.1371/journal.pcbi.0010042,The Human Connectome: A Structural Description of the Human Brain,2005,yes,42,0,10,100
stage,acquisition,2005–2009,history,3,3,work_440fdfad4902f6ae,10.1016/j.conb.2008.08.010,Ome sweet ome: what can the genome tell us about the connectome?,2008,yes,43,0,12,70
stage,graph_analysis,2005–2009,history,9,7,work_c3af570cd83d4cfb,10.1371/journal.pcbi.1001066,Structural Properties of the Caenorhabditis elegans Neuronal Network,2009,yes,75,0,13,100
stage,preparation,2005–2009,history,2,1,work_5b3cc3d12b85117b,10.1371/journal.pbio.1000074,A Computational Framework for Ultrastructural Mapping of Neural Circuitry,2009,yes,9,0,6,73
stage,sectioning,2005–2009,history,1,1,work_5b3cc3d12b85117b,10.1371/journal.pbio.1000074,A Computational Framework for Ultrastructural Mapping of Neural Circuitry,2009,yes,9,0,6,73
stage,alignment,2005–2009,history,1,1,work_5b3cc3d12b85117b,10.1371/journal.pbio.1000074,A Computational Framework for Ultrastructural Mapping of Neural Circuitry,2009,yes,9,0,6,73
stage,proofreading,2005–2009,history,2,2,work_fd6353a8d1e9547e,10.1371/journal.pbio.0030068,Highly Nonrandom Features of Synaptic Connectivity in Local Cortical Circuits,2005,yes,17,0,11,77
stage,segmentation,2005–2009,history,2,2,work_a76161ef8ea1dd6b,10.1109/tvcg.2009.178,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,2009,yes,4,0,4,55
stage,modeling,2005–2009,history,2,0,work_b690ec4d0c358a16,10.3389/neuro.01.018.2008,"The Neuroanatomist's Dream, the Problems and Solutions, and the Ultimate Aim",2008,,0,0,0,40
organism,elegans,2005–2009,history,5,4,work_c3af570cd83d4cfb,10.1371/journal.pcbi.1001066,Structural Properties of the Caenorhabditis elegans Neuronal Network,2009,yes,75,0,13,100
organism,mouse,2005–2009,history,2,1,work_5b3cc3d12b85117b,10.1371/journal.pbio.1000074,A Computational Framework for Ultrastructural Mapping of Neural Circuitry,2009,yes,9,0,6,73
organism,other,2005–2009,history,3,3,work_fd6353a8d1e9547e,10.1371/journal.pbio.0030068,Highly Nonrandom Features of Synaptic Connectivity in Local Cortical Circuits,2005,yes,17,0,11,77
organism,human,2005–2009,history,1,0,work_e2ae1abc294095e6,10.1371/journal.pbio.0060164,From Structure to Function: Mapping the Connection Matrix of the Human Brain,2008,,0,0,0,10
dataset,DS01 C. elegans (White+),2005–2009,history,5,4,work_c3af570cd83d4cfb,10.1371/journal.pcbi.1001066,Structural Properties of the Caenorhabditis elegans Neuronal Network,2009,yes,75,0,13,100
dataset,DS09/DS10 mouse retina,2005–2009,history,3,3,work_5b3cc3d12b85117b,10.1371/journal.pbio.1000074,A Computational Framework for Ultrastructural Mapping of Neural Circuitry,2009,yes,9,0,6,73
method,confocal,2005–2009,history,1,0,work_17ed44014244fb80,10.1162/neco.2008.05-07-519,3D Axon Structure Extraction and Analysis in Confocal Fluorescence Microscopy Images,2007,,1,0,1,20
method,ssTEM,2005–2009,history,1,1,work_5b3cc3d12b85117b,10.1371/journal.pbio.1000074,A Computational Framework for Ultrastructural Mapping of Neural Circuitry,2009,yes,9,0,6,73
method,X-ray microscopy,2005–2009,history,1,0,work_b01bce564ce2e416,10.1088/1742-6596/186/1/012092,X-ray microscopy for neural circuit reconstruction,2009,,0,0,0,9
method,Network motifs,2005–2009,history,1,1,work_c3af570cd83d4cfb,10.1371/journal.pcbi.1001066,Structural Properties of the Caenorhabditis elegans Neuronal Network,2009,yes,75,0,13,100
axis,pipeline_stage,2010–2015,history,169,135,work_9487955aca364a01,10.1038/nature13186,A mesoscale connectome of the mouse brain,2014,yes,187,9,13,100
axis,untagged,2010–2015,history,29,22,work_41a8c234a5f33895,10.1038/nn.3837,The big data challenges of connectomics,2014,yes,21,4,12,90
axis,biological_application,2010–2015,history,2,2,work_087e18b9051261d3,10.1038/nature12450,A visual motion detection circuit suggested by Drosophila connectomics,2013,yes,157,5,13,94
axis,registry_dataset,2010–2015,history,9,7,work_1afd0f5b17737035,10.1038/nmeth.2451,From the connectome to brain function,2013,yes,34,2,13,90
axis,field_synthesis,2010–2015,history,2,1,work_2241b9b401acc9e2,10.1016/j.neuron.2014.09.008,The Big Data Problem: Turning Maps into Knowledge,2014,,0,2,2,34
axis,training_outreach,2010–2015,history,1,1,work_f0209d7bdfe6efad,10.1038/sdata.2015.46,A resource from 3D electron microscopy of hippocampal neuropil for user training and tool development,2015,yes,8,16,11,42
stage,proofreading,2010–2015,history,52,42,work_b8f2f5617e12eb28,10.7554/elife.12059,Quantitative neuroanatomy for connectomics in Drosophila,2015,yes,101,18,13,86
stage,graph_analysis,2010–2015,history,89,71,work_9487955aca364a01,10.1038/nature13186,A mesoscale connectome of the mouse brain,2014,yes,187,9,13,100
stage,segmentation,2010–2015,history,37,32,work_5c2378945eccb27f,10.1038/nature12346,Connectomic reconstruction of the inner plexiform layer in the mouse retina,2013,yes,52,1,13,98
stage,infrastructure,2010–2015,history,51,39,work_ab4936e9fe95de49,10.1016/j.cell.2015.06.054,Saturated Reconstruction of a Volume of Neocortex,2015,yes,94,7,13,98
stage,synapses,2010–2015,history,6,4,work_0641fb974f5264cf,10.1038/nmeth.1784,mGRASP enables mapping mammalian synaptic connectivity with light microscopy,2011,yes,5,1,6,80
stage,modeling,2010–2015,history,15,9,work_9487955aca364a01,10.1038/nature13186,A mesoscale connectome of the mouse brain,2014,yes,187,9,13,100
stage,preparation,2010–2015,history,19,16,work_c295eac10773de92,10.1038/nmeth.3292,Ultrastructurally-smooth thick partitioning and volume stitching for larger-scale connectomics,2015,yes,50,5,13,68
stage,sectioning,2010–2015,history,31,27,work_5b4312b985894934,10.1016/j.neuron.2010.08.014,Ultrastructural analysis of hippocampal neuropil from the connectomics perspective,2010,yes,74,7,13,81
stage,acquisition,2010–2015,history,36,31,work_2c6fe44c1be1c300,10.1038/nmeth.2476,Cellular-resolution connectomics: challenges of dense neural circuit reconstruction,2013,yes,74,1,13,84
stage,alignment,2010–2015,history,10,7,work_9487955aca364a01,10.1038/nature13186,A mesoscale connectome of the mouse brain,2014,yes,187,9,13,100
organism,mouse,2010–2015,history,44,38,work_ab4936e9fe95de49,10.1016/j.cell.2015.06.054,Saturated Reconstruction of a Volume of Neocortex,2015,yes,94,7,13,98
organism,fly,2010–2015,history,17,13,work_087e18b9051261d3,10.1038/nature12450,A visual motion detection circuit suggested by Drosophila connectomics,2013,yes,157,5,13,94
organism,elegans,2010–2015,history,28,19,work_9487955aca364a01,10.1038/nature13186,A mesoscale connectome of the mouse brain,2014,yes,187,9,13,100
organism,other,2010–2015,history,22,16,work_5b4312b985894934,10.1016/j.neuron.2010.08.014,Ultrastructural analysis of hippocampal neuropil from the connectomics perspective,2010,yes,74,7,13,81
organism,zebrafish,2010–2015,history,2,2,work_9b0affa5a4f9b682,10.1371/journal.pone.0037292,Graph Theoretical Model of a Sensorimotor Connectome in Zebrafish,2012,yes,2,5,4,25
dataset,DS01 C. elegans (White+),2010–2015,history,29,20,work_9487955aca364a01,10.1038/nature13186,A mesoscale connectome of the mouse brain,2014,yes,187,9,13,100
dataset,DS09/DS10 mouse retina,2010–2015,history,14,13,work_5c2378945eccb27f,10.1038/nature12346,Connectomic reconstruction of the inner plexiform layer in the mouse retina,2013,yes,52,1,13,98
dataset,DS22 Platynereis,2010–2015,history,4,4,work_ddf7c8ffd5f4396b,10.7554/elife.02730,Neuronal connectome of a sensory-motor circuit for visual navigation,2014,yes,28,4,13,78
dataset,DS11 Kasthuri neocortex,2010–2015,history,3,2,work_ab4936e9fe95de49,10.1016/j.cell.2015.06.054,Saturated Reconstruction of a Volume of Neocortex,2015,yes,94,7,13,98
dataset,DS03 Drosophila larva,2010–2015,history,1,1,work_4785092574ee1f39,10.1093/bioinformatics/btq219,As-rigid-as-possible mosaicking and serial section registration of large ssTEM datasets,2010,yes,11,0,10,56
dataset,DS15 zebrafish,2010–2015,history,2,2,work_9b0affa5a4f9b682,10.1371/journal.pone.0037292,Graph Theoretical Model of a Sensorimotor Connectome in Zebrafish,2012,yes,2,5,4,25
dataset,DS12 L4 barrel cortex,2010–2015,history,2,2,work_d63621d00ed628b6,10.1093/cercor/bhr317,Cell Type–Specific Three-Dimensional Structure of Thalamocortical Circuits in a Column of Rat Vibrissal Cortex,2011,yes,2,1,3,85
dataset,DS13 MICrONS,2010–2015,history,1,1,work_ddf9e040f87db575,10.1016/j.conb.2011.11.010,Computational Methods and Challenges for Large-Scale Circuit Mapping,2012,yes,1,1,2,59
method,mGRASP,2010–2015,history,4,2,work_0641fb974f5264cf,10.1038/nmeth.1784,mGRASP enables mapping mammalian synaptic connectivity with light microscopy,2011,yes,5,1,6,80
method,FIB-SEM,2010–2015,history,6,6,work_c295eac10773de92,10.1038/nmeth.3292,Ultrastructurally-smooth thick partitioning and volume stitching for larger-scale connectomics,2015,yes,50,5,13,68
method,ssTEM,2010–2015,history,8,7,work_5b4312b985894934,10.1016/j.neuron.2010.08.014,Ultrastructural analysis of hippocampal neuropil from the connectomics perspective,2010,yes,74,7,13,81
method,serial-section EM,2010–2015,history,12,11,work_5b4312b985894934,10.1016/j.neuron.2010.08.014,Ultrastructural analysis of hippocampal neuropil from the connectomics perspective,2010,yes,74,7,13,81
method,ATUM + WaferMapper,2010–2015,history,1,1,work_38b49edc6e3d2483,10.1016/j.micron.2014.01.009,Exploring the third dimension: volume electron microscopy comes of age.,2014,yes,4,2,5,95
method,CLEM,2010–2015,history,1,1,work_38b49edc6e3d2483,10.1016/j.micron.2014.01.009,Exploring the third dimension: volume electron microscopy comes of age.,2014,yes,4,2,5,95
method,SBF-SEM,2010–2015,history,6,6,work_5c2378945eccb27f,10.1038/nature12346,Connectomic reconstruction of the inner plexiform layer in the mouse retina,2013,yes,52,1,13,98
method,two-photon,2010–2015,history,4,4,work_9487955aca364a01,10.1038/nature13186,A mesoscale connectome of the mouse brain,2014,yes,187,9,13,100
method,natverse,2010–2015,history,1,1,work_4396bf2e9890909a,10.1101/006353,The natverse: a versatile computational toolbox to combine and analyse neuroanatomical data,2014,yes,4,9,13,46
method,TrakEM2,2010–2015,history,4,4,work_bb4463044f5b072c,10.1371/journal.pone.0038011,TrakEM2 Software for Neural Circuit Reconstruction,2012,yes,44,0,13,100
method,Structured-loss affinity segmentation,2010–2015,history,1,1,work_47ccbd8bc04d1dc3,nan,Image Segmentation by Size-Dependent Single Linkage Clustering of a Watershed Basin Graph,2015,yes,11,0,9,46
method,array tomography,2010–2015,history,2,1,work_790c4fa540195de1,10.1038/nmeth.3365,High-performance probes for light and electron microscopy,2015,yes,7,1,5,80
method,Network motifs,2010–2015,history,4,4,work_ad7b99d70c070146,nan,Exploring the retinal connectome,2011,yes,37,4,10,73
method,super-resolution LM,2010–2015,history,1,1,work_790c4fa540195de1,10.1038/nmeth.3365,High-performance probes for light and electron microscopy,2015,yes,7,1,5,80
method,TEMCA camera-array ssTEM,2010–2015,history,1,1,work_7afda5ab9166c6fb,10.1038/nature09802,Network anatomy and in vivo physiology of visual cortical neurons,2011,yes,54,1,13,100
method,Large-volume en-bloc staining (rOTO),2010–2015,history,1,1,work_7bd29d9809ae56eb,10.1038/ncomms8923,Large-volume en-bloc staining for electron microscopy-based connectomics,2015,yes,20,1,13,83
method,serial two-photon,2010–2015,history,1,1,work_9487955aca364a01,10.1038/nature13186,A mesoscale connectome of the mouse brain,2014,yes,187,9,13,100
method,ilastik interactive ML,2010–2015,history,2,2,work_e967f552dce67b5b,10.1371/journal.pone.0024899,Automated Detection and Segmentation of Synaptic Contacts in Nearly Isotropic Serial Electron Microscopy Images,2011,yes,10,2,9,66
method,EyeWire crowd proofreading,2010–2015,history,1,1,work_a83752a657d4ec4e,10.1038/nature13240,Space-time wiring specificity supports direction selectivity in the retina,2014,yes,27,1,13,98
method,GALA agglomeration,2010–2015,history,1,1,work_aa243bbb4279b65b,10.3389/fninf.2014.00034,Graph-based active learning of agglomeration (GALA): a Python library to segment 2D and 3D neuroimages,2014,yes,22,6,12,60
method,TEM,2010–2015,history,4,4,work_ad7b99d70c070146,nan,Exploring the retinal connectome,2011,yes,37,4,10,73
method,confocal,2010–2015,history,1,0,work_b729320814493b09,10.1016/j.jneumeth.2012.03.002,Serial section registration of axonal confocal microscopy datasets for long-range neural circuit reconstruction,2012,,0,1,1,6
method,Elastic serial-section alignment,2010–2015,history,1,1,work_bc2a2e1a0560d061,10.1371/journal.pone.0059573,Automated Transmission-Mode Scanning Electron Microscopy (tSEM) for Large Volume Analysis at Nanoscale Resolution,2013,yes,4,2,5,51
method,Hot-knife partitioning,2010–2015,history,1,1,work_c295eac10773de92,10.1038/nmeth.3292,Ultrastructurally-smooth thick partitioning and volume stitching for larger-scale connectomics,2015,yes,50,5,13,68
method,ECS-preserving fixation,2010–2015,history,1,1,work_c9c465720a1c8c5a,10.7554/elife.08206,Extracellular space preservation aids the connectomic analysis of neural circuits,2015,yes,21,11,13,57
method,KNOSSOS + RESCOP consensus,2010–2015,history,1,1,work_cf9199d8b0ccf668,10.1038/nn.2868,High-accuracy neurite reconstruction for high-throughput neuroanatomy,2011,yes,27,1,13,83
axis,bridge,2016–2017,history,2,2,work_030d659739b83f09,10.1016/j.physrep.2016.09.002,Community detection in networks: A user guide,2016,yes,2,0,2,99
axis,pipeline_stage,2016–2017,history,105,87,work_8cba212f6e7b83ad,10.1016/j.cell.2018.06.019,A Complete Electron Microscopy Volume of the Brain of Adult Drosophila melanogaster,2017,yes,90,10,13,99
axis,registry_dataset,2016–2017,history,12,10,work_cd1ed09029d2ef12,10.1101/044990,Synaptic transmission parallels neuromodulation in a central food-intake circuit,2016,yes,11,2,10,75
axis,untagged,2016–2017,history,16,14,work_7ee1f288ebd5d281,10.1038/nature17192,Anatomy and function of an excitatory network in the visual cortex,2016,yes,101,8,13,97
axis,biological_application,2016–2017,history,2,1,work_15ae850b7d2a05bb,10.1016/j.conb.2016.12.004,Synapse biology in the 'circuit-age' - paths towards molecular connectomics,2016,yes,6,2,3,48
stage,infrastructure,2016–2017,history,28,22,work_8cba212f6e7b83ad,10.1016/j.cell.2018.06.019,A Complete Electron Microscopy Volume of the Brain of Adult Drosophila melanogaster,2017,yes,90,10,13,99
stage,graph_analysis,2016–2017,history,62,49,work_c7e9554f3a7935e3,10.1101/037721,The wiring diagram of a glomerular olfactory system,2016,yes,52,2,13,82
stage,modeling,2016–2017,history,10,8,work_872019d711145384,10.7554/elife.24394,The comprehensive connectome of a neural substrate for ‘ON’ motion detection in Drosophila,2017,yes,14,3,12,83
stage,preparation,2016–2017,history,9,8,work_7f1202eef0e8289e,10.7554/elife.26414,"SynEM, automated synapse detection for connectomics",2017,yes,33,16,13,63
stage,sectioning,2016–2017,history,17,16,work_434673087d1709d7,10.7554/elife.26975,A connectome of a learning and memory center in the adult Drosophila brain,2017,yes,70,6,13,92
stage,alignment,2016–2017,history,7,6,work_1d87c152cf48058c,10.7554/elife.25916,Enhanced FIB-SEM systems for large-volume 3D imaging,2017,yes,61,10,13,93
stage,segmentation,2016–2017,history,28,27,work_7b437ce3ba4d27c5,10.1038/s41592-018-0049-4,High-precision automated reconstruction of neurons with flood-filling networks,2017,yes,60,5,13,94
stage,acquisition,2016–2017,history,19,17,work_434673087d1709d7,10.7554/elife.26975,A connectome of a learning and memory center in the adult Drosophila brain,2017,yes,70,6,13,92
stage,proofreading,2016–2017,history,27,25,work_8cba212f6e7b83ad,10.1016/j.cell.2018.06.019,A Complete Electron Microscopy Volume of the Brain of Adult Drosophila melanogaster,2017,yes,90,10,13,99
stage,synapses,2016–2017,history,7,5,work_ee4535711d4eeb37,10.3389/fncir.2018.00087,Fully-Automatic Synapse Prediction and Validation on a Large Data Set,2016,yes,36,11,13,65
organism,elegans,2016–2017,history,21,17,work_fe975f52ca253f7e,10.1371/journal.pcbi.1005283,The Multilayer Connectome of Caenorhabditis elegans,2016,yes,48,8,12,85
organism,fly,2016–2017,history,22,20,work_8cba212f6e7b83ad,10.1016/j.cell.2018.06.019,A Complete Electron Microscopy Volume of the Brain of Adult Drosophila melanogaster,2017,yes,90,10,13,99
organism,other,2016–2017,history,11,10,work_7b437ce3ba4d27c5,10.1038/s41592-018-0049-4,High-precision automated reconstruction of neurons with flood-filling networks,2017,yes,60,5,13,94
organism,mouse,2016–2017,history,24,20,work_7ee1f288ebd5d281,10.1038/nature17192,Anatomy and function of an excitatory network in the visual cortex,2016,yes,101,8,13,97
organism,zebrafish,2016–2017,history,6,5,work_6c16ccac03d903e6,10.1038/nmeth.4206,Automated synaptic connectivity inference for volume electron microscopy,2017,yes,24,4,13,78
dataset,DS01 C. elegans (White+),2016–2017,history,21,17,work_fe975f52ca253f7e,10.1371/journal.pcbi.1005283,The Multilayer Connectome of Caenorhabditis elegans,2016,yes,48,8,12,85
dataset,DS07 VNC (FANC/MANC),2016–2017,history,1,1,work_053a6d2ad8e9d69a,10.7554/elife.25751,An intersectional gene regulatory strategy defines subclass diversity of C. elegans motor neurons,2017,yes,0,1,1,60
dataset,DS03 Drosophila larva,2016–2017,history,7,7,work_c7e9554f3a7935e3,10.1101/037721,The wiring diagram of a glomerular olfactory system,2016,yes,52,2,13,82
dataset,DS13 MICrONS,2016–2017,history,3,3,work_0c913304a5fb2574,10.1109/aipr.2016.8010595,Registering large volume serial-section electron microscopy image sets for neural circuit reconstruction using FFT signal whitening,2016,yes,17,5,12,51
dataset,DS15 zebrafish,2016–2017,history,6,5,work_6c16ccac03d903e6,10.1038/nmeth.4206,Automated synaptic connectivity inference for volume electron microscopy,2017,yes,24,4,13,78
dataset,DS11 Kasthuri neocortex,2016–2017,history,2,2,work_c608ded31d0a89bd,nan,A Multi-Pass Approach to Large-Scale Connectomics,2016,yes,13,6,12,63
dataset,DS09/DS10 mouse retina,2016–2017,history,6,5,work_77f7a01eb5b8c41e,10.3109/01677063.2016.1166224,Connectome studies on Drosophila: a short perspective on a tiny brain,2016,yes,8,11,12,32
dataset,DS19 songbird,2016–2017,history,3,3,work_7b437ce3ba4d27c5,10.1038/s41592-018-0049-4,High-precision automated reconstruction of neurons with flood-filling networks,2017,yes,60,5,13,94
dataset,DS20 Ciona,2016–2017,history,1,1,work_796386b4ebec693b,10.7554/elife.16962,The CNS connectome of a tadpole larva of Ciona intestinalis (L.) highlights sidedness in the brain of a chordate sibling,2016,yes,26,3,13,87
dataset,DS22 Platynereis,2016–2017,history,1,1,work_94ff9e171c976c2c,10.7554/elife.26349,Synaptic and peptidergic connectome of a neurosecretory center in the annelid brain,2017,yes,17,11,12,66
method,serial-section EM,2016–2017,history,6,6,work_caed8e9015be8439,10.1101/143727,Conserved neural circuit structure across Drosophila larval development revealed by comparative connectomics,2017,yes,31,6,13,70
method,Enhanced long-run FIB-SEM,2016–2017,history,1,1,work_1d87c152cf48058c,10.7554/elife.25916,Enhanced FIB-SEM systems for large-volume 3D imaging,2017,yes,61,10,13,93
method,FIB-SEM,2016–2017,history,1,1,work_1d87c152cf48058c,10.7554/elife.25916,Enhanced FIB-SEM systems for large-volume 3D imaging,2017,yes,61,10,13,93
method,light-sheet,2016–2017,history,2,1,work_5646fd682952c8b6,10.1007/978-3-319-66182-7_32,A Large Deformation Diffeomorphic Approach to Registration of CLARITY Images via Mutual Information,2016,,0,2,2,28
method,electron tomography,2016–2017,history,1,1,work_25d9bf42bedbc0f2,10.1371/journal.pcbi.1005317,FIJI Macro 3D ART VeSElecT: 3D Automated Reconstruction Tool for Vesicle Structures of Electron Tomograms,2017,yes,0,3,3,20
method,X-ray microscopy,2016–2017,history,3,3,work_30b9fcdedb89207a,10.1523/eneuro.0195-17.2017,Quantifying Mesoscale Neuroanatomy Using X-Ray Microtomography,2016,yes,3,3,6,71
method,SBF-SEM,2016–2017,history,5,5,work_7b437ce3ba4d27c5,10.1038/s41592-018-0049-4,High-precision automated reconstruction of neurons with flood-filling networks,2017,yes,60,5,13,94
method,ssTEM,2016–2017,history,2,2,work_90122b36b9362b91,10.3389/fnana.2016.00104,ON Bipolar Cells in Macaque Retina: Type-Specific Synaptic Connectivity with Special Reference to OFF Counterparts,2016,yes,6,0,6,66
method,Flood-filling networks,2016–2017,history,2,2,work_7b437ce3ba4d27c5,10.1038/s41592-018-0049-4,High-precision automated reconstruction of neurons with flood-filling networks,2017,yes,60,5,13,94
method,array tomography,2016–2017,history,2,1,work_c25a5e51b5abfb6d,10.1117/1.nph.3.4.041802,Filling the gap: adding super-resolution to array tomography for correlated ultrastructural and molecular identification of electrical synapses at the C. elegans connectome,2016,yes,4,6,6,58
method,SEM,2016–2017,history,3,3,work_434673087d1709d7,10.7554/elife.26975,A connectome of a learning and memory center in the adult Drosophila brain,2017,yes,70,6,13,92
method,super-resolution LM,2016–2017,history,2,2,work_c25a5e51b5abfb6d,10.1117/1.nph.3.4.041802,Filling the gap: adding super-resolution to array tomography for correlated ultrastructural and molecular identification of electrical synapses at the C. elegans connectome,2016,yes,4,6,6,58
method,Network motifs,2016–2017,history,1,0,work_4f8595c70c667637,10.3233/jin-170019,A computational approach towards the microscale mouse brain connectome from the mesoscale.,2017,,0,2,2,17
method,SyConn,2016–2017,history,1,1,work_6c16ccac03d903e6,10.1038/nmeth.4206,Automated synaptic connectivity inference for volume electron microscopy,2017,yes,24,4,13,78
method,SegEM,2016–2017,history,1,1,work_6dfd679b90335d75,nan,A Deep Structured Learning Approach Towards Automating Connectome Reconstruction from 3D Electron Micrographs,2017,yes,8,4,9,34
method,U-Net,2016–2017,history,2,2,work_ee4535711d4eeb37,10.3389/fncir.2018.00087,Fully-Automatic Synapse Prediction and Validation on a Large Data Set,2016,yes,36,11,13,65
method,webKnossos,2016–2017,history,1,1,work_7c9431dcfcc3ff31,10.1038/nmeth.4331,webKnossos: efficient online 3D data annotation for connectomics,2017,yes,22,3,13,82
method,SynEM,2016–2017,history,1,1,work_7f1202eef0e8289e,10.7554/elife.26414,"SynEM, automated synapse detection for connectomics",2017,yes,33,16,13,63
method,Large-volume en-bloc staining (rOTO),2016–2017,history,1,1,work_7f1202eef0e8289e,10.7554/elife.26414,"SynEM, automated synapse detection for connectomics",2017,yes,33,16,13,63
method,ATUM + WaferMapper,2016–2017,history,1,1,work_93a7c9cf869575ac,10.1038/s41598-018-32820-5,Correlated Light-Serial Scanning Electron Microscopy (CoLSSEM) for ultrastructural visualization of single neurons in vivo,2017,yes,4,12,9,28
method,CLEM,2016–2017,history,1,1,work_93a7c9cf869575ac,10.1038/s41598-018-32820-5,Correlated Light-Serial Scanning Electron Microscopy (CoLSSEM) for ultrastructural visualization of single neurons in vivo,2017,yes,4,12,9,28
method,confocal,2016–2017,history,1,1,work_93a7c9cf869575ac,10.1038/s41598-018-32820-5,Correlated Light-Serial Scanning Electron Microscopy (CoLSSEM) for ultrastructural visualization of single neurons in vivo,2017,yes,4,12,9,28
method,TEM,2016–2017,history,1,1,work_94ff9e171c976c2c,10.7554/elife.26349,Synaptic and peptidergic connectome of a neurosecretory center in the annelid brain,2017,yes,17,11,12,66
method,two-photon,2016–2017,history,3,3,work_e00a7fb6feedbf91,10.7554/elife.10566,A platform for brain-wide imaging and reconstruction of individual neurons,2016,yes,6,1,6,94
axis,pipeline_stage,2018–2019,history,162,129,work_cfa0e3eb48787eff,10.1038/s41586-019-1352-7,Whole-animal connectomes of both Caenorhabditis elegans sexes,2019,yes,154,16,13,100
axis,registry_dataset,2018–2019,history,19,17,work_fefe636e68acdb8a,10.1101/406207,Plasticity of the electrical connectome of C. elegans,2018,yes,20,8,11,88
axis,untagged,2018–2019,history,13,11,work_20e028bfe929110a,10.1016/j.conb.2019.03.012,"Big data in nanoscale connectomics, and the greed for training labels.",2019,yes,9,13,13,59
axis,training_outreach,2018–2019,history,1,0,work_22a069f788d55d8d,nan,The Allen Brain Atlas as a Resource for Teaching Undergraduate Neuroscience.,2018,,0,1,1,37
axis,health_translation,2018–2019,history,2,1,work_e3277619bfed476c,10.1002/hbm.25033,Mapping brain asymmetry in health and disease through the ENIGMA consortium,2019,yes,2,0,2,95
